school,program,occurrence,category,level,year,points,status
Gausdal videregående skole,Idrettsfag,0,ID,Vg1,2025,41.3,points
Gausdal videregående skole,Studiespesialisering,0,ST,Vg1,2023,,open
Gausdal videregående skole,Studiespesialisering,0,ST,Vg1,2024,41.3,points
Gausdal videregående skole,Studiespesialisering,0,ST,Vg1,2025,,open
Gausdal videregående skole,Idrettsfag,1,ID,Vg2,2023,,open
Gausdal videregående skole,Idrettsfag,1,ID,Vg2,2024,23.3,points
Gausdal videregående skole,Idrettsfag,1,ID,Vg2,2025,,open
Gausdal videregående skole,Realfag,0,ST,Vg2,2023,,open
Gausdal videregående skole,Realfag,0,ST,Vg2,2024,,open
Gausdal videregående skole,Realfag,0,ST,Vg2,2025,,open
Gausdal videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2023,,open
Gausdal videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2024,,open
Gausdal videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2025,,open
Gjøvik videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2023,32.9,points
Gjøvik videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2024,31.3,points
Gjøvik videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2025,29.6,points
Gjøvik videregående skole,"Frisør, blomster, interiør og eksponeringsdesign",0,FD,Vg1,2023,,open
Gjøvik videregående skole,"Frisør, blomster, interiør og eksponeringsdesign",0,FD,Vg1,2024,,open
Gjøvik videregående skole,"Frisør, blomster, interiør og eksponeringsdesign",0,FD,Vg1,2025,32.5,points
Gjøvik videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2023,,open
Gjøvik videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2024,,open
Gjøvik videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2025,24.1,points
Gjøvik videregående skole,"Helse- og oppvekstfag, SK 3 år",0,HS,Vg1,2023,36.7,points
Gjøvik videregående skole,"Helse- og oppvekstfag, SK 3 år",0,HS,Vg1,2024,40.8,points
Gjøvik videregående skole,"Helse- og oppvekstfag, SK 3 år",0,HS,Vg1,2025,47.2,points
Gjøvik videregående skole,Informasjonsteknologi og medieproduksjon,0,IM,Vg1,2023,,open
Gjøvik videregående skole,Informasjonsteknologi og medieproduksjon,0,IM,Vg1,2024,38.8,points
Gjøvik videregående skole,Informasjonsteknologi og medieproduksjon,0,IM,Vg1,2025,38.7,points
Gjøvik videregående skole,"Kunst, design og arkitektur",0,KD,Vg1,2023,,open
Gjøvik videregående skole,"Kunst, design og arkitektur",0,KD,Vg1,2024,37.2,points
Gjøvik videregående skole,"Kunst, design og arkitektur",0,KD,Vg1,2025,35.6,points
Gjøvik videregående skole,Medier og kommunikasjon,0,MK,Vg1,2023,31.8,points
Gjøvik videregående skole,Medier og kommunikasjon,0,MK,Vg1,2024,,open
Gjøvik videregående skole,Medier og kommunikasjon,0,MK,Vg1,2025,0.0,points
Gjøvik videregående skole,"Musikk, dans og drama, drama",0,MD,Vg1,2023,,open
Gjøvik videregående skole,"Musikk, dans og drama, drama",0,MD,Vg1,2024,,open
Gjøvik videregående skole,"Musikk, dans og drama, drama",0,MD,Vg1,2025,,open
Gjøvik videregående skole,"Musikk, dans og drama, musikk",0,MD,Vg1,2023,,open
Gjøvik videregående skole,"Musikk, dans og drama, musikk",0,MD,Vg1,2024,,open
Gjøvik videregående skole,"Musikk, dans og drama, musikk",0,MD,Vg1,2025,0.0,points
Gjøvik videregående skole,"Salg, service og reiseliv",0,SR,Vg1,2023,,open
Gjøvik videregående skole,"Salg, service og reiseliv",0,SR,Vg1,2024,,open
Gjøvik videregående skole,"Salg, service og reiseliv",0,SR,Vg1,2025,38.4,points
Gjøvik videregående skole,Studiespesialisering,0,ST,Vg1,2023,,open
Gjøvik videregående skole,Studiespesialisering,0,ST,Vg1,2024,34.0,points
Gjøvik videregående skole,Studiespesialisering,0,ST,Vg1,2025,28.8,points
Gjøvik videregående skole,"Studiespesialisering, forberedende IB",0,ST,Vg1,2023,,open
Gjøvik videregående skole,"Studiespesialisering, forberedende IB",0,ST,Vg1,2024,,open
Gjøvik videregående skole,"Studiespesialisering, forberedende IB",0,ST,Vg1,2025,,open
Gjøvik videregående skole,Barne- og ungdomsarbeider,0,HS,Vg2,2023,26.3,points
Gjøvik videregående skole,Barne- og ungdomsarbeider,0,HS,Vg2,2024,32.2,points
Gjøvik videregående skole,Barne- og ungdomsarbeider,0,HS,Vg2,2025,22.5,points
Gjøvik videregående skole,Drama,0,MD,Vg2,2023,,open
Gjøvik videregående skole,Drama,0,MD,Vg2,2024,,open
Gjøvik videregående skole,Drama,0,MD,Vg2,2025,,open
Gjøvik videregående skole,Frisør,0,FD,Vg2,2023,,open
Gjøvik videregående skole,Frisør,0,FD,Vg2,2024,,open
Gjøvik videregående skole,Frisør,0,FD,Vg2,2025,,open
Gjøvik videregående skole,Helsearbeiderfag,0,HS,Vg2,2023,,open
Gjøvik videregående skole,Helsearbeiderfag,0,HS,Vg2,2024,25.7,points
Gjøvik videregående skole,Helsearbeiderfag,0,HS,Vg2,2025,23.8,points
Gjøvik videregående skole,"Helsearbeiderfag, SK 3 år",0,HS,Vg2,2023,36.7,points
Gjøvik videregående skole,"Helsearbeiderfag, SK 3 år",0,HS,Vg2,2024,33.8,points
Gjøvik videregående skole,"Helsearbeiderfag, SK 3 år",0,HS,Vg2,2025,,open
Gjøvik videregående skole,Hudpleie,0,HS,Vg2,2023,,open
Gjøvik videregående skole,Hudpleie,0,HS,Vg2,2024,17.5,points
Gjøvik videregående skole,Hudpleie,0,HS,Vg2,2025,38.9,points
Gjøvik videregående skole,Informasjonsteknologi,0,IM,Vg2,2023,22.5,points
Gjøvik videregående skole,Informasjonsteknologi,0,IM,Vg2,2024,37.5,points
Gjøvik videregående skole,Informasjonsteknologi,0,IM,Vg2,2025,26.7,points
Gjøvik videregående skole,International baccalaureate,0,ST,Vg2,2023,40.0,points
Gjøvik videregående skole,International baccalaureate,0,ST,Vg2,2024,40.0,points
Gjøvik videregående skole,International baccalaureate,0,ST,Vg2,2025,40.0,points
Gjøvik videregående skole,"Kunst, design og arkitektur",1,KD,Vg2,2023,,open
Gjøvik videregående skole,"Kunst, design og arkitektur",1,KD,Vg2,2024,,open
Gjøvik videregående skole,"Kunst, design og arkitektur",1,KD,Vg2,2025,,open
Gjøvik videregående skole,Medier og kommunikasjon,1,MK,Vg2,2023,,open
Gjøvik videregående skole,Medier og kommunikasjon,1,MK,Vg2,2024,31.1,points
Gjøvik videregående skole,Medier og kommunikasjon,1,MK,Vg2,2025,,open
Gjøvik videregående skole,Musikk,0,MD,Vg2,2023,,open
Gjøvik videregående skole,Musikk,0,MD,Vg2,2024,,open
Gjøvik videregående skole,Musikk,0,MD,Vg2,2025,,open
Gjøvik videregående skole,Realfag,0,ST,Vg2,2023,,open
Gjøvik videregående skole,Realfag,0,ST,Vg2,2024,,open
Gjøvik videregående skole,Realfag,0,ST,Vg2,2025,,open
Gjøvik videregående skole,Rørlegger,0,BA,Vg2,2023,,open
Gjøvik videregående skole,Rørlegger,0,BA,Vg2,2024,,open
Gjøvik videregående skole,Rørlegger,0,BA,Vg2,2025,38.6,points
Gjøvik videregående skole,Salg og reiseliv,0,SR,Vg2,2023,,open
Gjøvik videregående skole,Salg og reiseliv,0,SR,Vg2,2024,40.0,points
Gjøvik videregående skole,Salg og reiseliv,0,SR,Vg2,2025,31.3,points
Gjøvik videregående skole,"Service, sikkerhet og admin",0,SR,Vg2,2023,,open
Gjøvik videregående skole,"Service, sikkerhet og admin",0,SR,Vg2,2024,,open
Gjøvik videregående skole,"Service, sikkerhet og admin",0,SR,Vg2,2025,25.0,points
Gjøvik videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2023,25.0,points
Gjøvik videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2024,,open
Gjøvik videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2025,,open
Gjøvik videregående skole,Tømrer,0,BA,Vg2,2023,,open
Gjøvik videregående skole,Tømrer,0,BA,Vg2,2024,,open
Gjøvik videregående skole,Tømrer,0,BA,Vg2,2025,25.7,points
Hadeland videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2023,,open
Hadeland videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2024,26.4,points
Hadeland videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2025,28.4,points
Hadeland videregående skole,Elektro og datateknologi,0,EL,Vg1,2023,,open
Hadeland videregående skole,Elektro og datateknologi,0,EL,Vg1,2024,36.5,points
Hadeland videregående skole,Elektro og datateknologi,0,EL,Vg1,2025,30.9,points
Hadeland videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2023,,open
Hadeland videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2024,26.8,points
Hadeland videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2025,20.9,points
Hadeland videregående skole,"Helse- og oppvekstfag, SK 3 år",0,HS,Vg1,2023,,open
Hadeland videregående skole,"Helse- og oppvekstfag, SK 3 år",0,HS,Vg1,2024,40.7,points
Hadeland videregående skole,"Helse- og oppvekstfag, SK 3 år",0,HS,Vg1,2025,39.6,points
Hadeland videregående skole,Idrettsfag,0,ID,Vg1,2023,46.7,points
Hadeland videregående skole,Idrettsfag,0,ID,Vg1,2024,48.9,points
Hadeland videregående skole,Idrettsfag,0,ID,Vg1,2025,50.0,points
Hadeland videregående skole,Restaurant- og matfag,0,RM,Vg1,2023,,open
Hadeland videregående skole,Restaurant- og matfag,0,RM,Vg1,2024,,open
Hadeland videregående skole,Restaurant- og matfag,0,RM,Vg1,2025,,open
Hadeland videregående skole,"Salg, service og reiseliv",0,SR,Vg1,2023,,open
Hadeland videregående skole,"Salg, service og reiseliv",0,SR,Vg1,2024,23.1,points
Hadeland videregående skole,"Salg, service og reiseliv",0,SR,Vg1,2025,28.7,points
Hadeland videregående skole,Studiespesialisering,0,ST,Vg1,2023,,open
Hadeland videregående skole,Studiespesialisering,0,ST,Vg1,2024,,open
Hadeland videregående skole,Studiespesialisering,0,ST,Vg1,2025,0.0,points
Hadeland videregående skole,Teknologi- og industrifag,0,TP,Vg1,2023,,open
Hadeland videregående skole,Teknologi- og industrifag,0,TP,Vg1,2024,27.9,points
Hadeland videregående skole,Teknologi- og industrifag,0,TP,Vg1,2025,27.2,points
Hadeland videregående skole,Barne- og ungdomsarbeider,0,HS,Vg2,2023,,open
Hadeland videregående skole,Barne- og ungdomsarbeider,0,HS,Vg2,2024,,open
Hadeland videregående skole,Barne- og ungdomsarbeider,0,HS,Vg2,2025,,open
Hadeland videregående skole,Datateknologi og elektronikk,0,EL,Vg2,2023,,open
Hadeland videregående skole,Datateknologi og elektronikk,0,EL,Vg2,2024,,open
Hadeland videregående skole,Datateknologi og elektronikk,0,EL,Vg2,2025,,open
Hadeland videregående skole,Elenergi og ekom,0,EL,Vg2,2023,,open
Hadeland videregående skole,Elenergi og ekom,0,EL,Vg2,2024,24.3,points
Hadeland videregående skole,Elenergi og ekom,0,EL,Vg2,2025,40.0,points
Hadeland videregående skole,Helsearbeiderfag,0,HS,Vg2,2023,,open
Hadeland videregående skole,Helsearbeiderfag,0,HS,Vg2,2024,,open
Hadeland videregående skole,Helsearbeiderfag,0,HS,Vg2,2025,,open
Hadeland videregående skole,"Helsearbeiderfag, SK 3 år",0,HS,Vg2,2023,38.8,points
Hadeland videregående skole,"Helsearbeiderfag, SK 3 år",0,HS,Vg2,2024,,open
Hadeland videregående skole,"Helsearbeiderfag, SK 3 år",0,HS,Vg2,2025,,open
Hadeland videregående skole,Idrettsfag,1,ID,Vg2,2023,33.3,points
Hadeland videregående skole,Idrettsfag,1,ID,Vg2,2024,,open
Hadeland videregående skole,Idrettsfag,1,ID,Vg2,2025,,open
Hadeland videregående skole,Industriteknologi,0,TP,Vg2,2023,,open
Hadeland videregående skole,Industriteknologi,0,TP,Vg2,2024,40.0,points
Hadeland videregående skole,Industriteknologi,0,TP,Vg2,2025,38.8,points
Hadeland videregående skole,Kjøretøy,0,TP,Vg2,2023,17.5,points
Hadeland videregående skole,Kjøretøy,0,TP,Vg2,2024,,open
Hadeland videregående skole,Kjøretøy,0,TP,Vg2,2025,,open
Hadeland videregående skole,Kokk- og servitørfag,0,RM,Vg2,2023,,open
Hadeland videregående skole,Kokk- og servitørfag,0,RM,Vg2,2025,,open
Hadeland videregående skole,Medier og kommunikasjon,0,MK,Vg2,2023,,open
Hadeland videregående skole,Medier og kommunikasjon,0,MK,Vg2,2024,,open
Hadeland videregående skole,Medier og kommunikasjon,0,MK,Vg2,2025,,open
Hadeland videregående skole,Musikk,0,MD,Vg2,2023,,open
Hadeland videregående skole,Musikk,0,MD,Vg2,2024,,open
Hadeland videregående skole,Musikk,0,MD,Vg2,2025,,open
Hadeland videregående skole,Realfag,0,ST,Vg2,2023,,open
Hadeland videregående skole,Realfag,0,ST,Vg2,2024,,open
Hadeland videregående skole,Realfag,0,ST,Vg2,2025,,open
Hadeland videregående skole,Salg og reiseliv,0,SR,Vg2,2023,,open
Hadeland videregående skole,Salg og reiseliv,0,SR,Vg2,2024,23.8,points
Hadeland videregående skole,Salg og reiseliv,0,SR,Vg2,2025,40.0,points
Hadeland videregående skole,"Service, sikkerhet og admin",0,SR,Vg2,2023,,open
Hadeland videregående skole,"Service, sikkerhet og admin",0,SR,Vg2,2024,,open
Hadeland videregående skole,"Service, sikkerhet og admin",0,SR,Vg2,2025,26.3,points
Hadeland videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2023,,open
Hadeland videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2024,,open
Hadeland videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2025,,open
Hadeland videregående skole,Tømrer,0,BA,Vg2,2023,38.6,points
Hadeland videregående skole,Tømrer,0,BA,Vg2,2024,35.7,points
Hadeland videregående skole,Tømrer,0,BA,Vg2,2025,31.4,points
Hamar katedralskole,Elektro og datateknologi,0,EL,Vg1,2023,,open
Hamar katedralskole,Elektro og datateknologi,0,EL,Vg1,2024,,open
Hamar katedralskole,Elektro og datateknologi,0,EL,Vg1,2025,40.0,points
Hamar katedralskole,"Frisør, blomster, interiør og eksponeringsdesign",0,FD,Vg1,2023,,open
Hamar katedralskole,"Frisør, blomster, interiør og eksponeringsdesign",0,FD,Vg1,2024,,open
Hamar katedralskole,"Frisør, blomster, interiør og eksponeringsdesign",0,FD,Vg1,2025,30.4,points
Hamar katedralskole,"Håndverk, design og produktutv, søm/th, SK 3 år",0,DT,Vg1,2023,,open
Hamar katedralskole,"Håndverk, design og produktutv, søm/th, SK 3 år",0,DT,Vg1,2024,,open
Hamar katedralskole,"Håndverk, design og produktutv, søm/th, SK 3 år",0,DT,Vg1,2025,,open
Hamar katedralskole,Informasjonsteknologi og medieproduksjon,0,IM,Vg1,2023,31.3,points
Hamar katedralskole,Informasjonsteknologi og medieproduksjon,0,IM,Vg1,2024,35.6,points
Hamar katedralskole,Informasjonsteknologi og medieproduksjon,0,IM,Vg1,2025,34.7,points
Hamar katedralskole,"Kunst, design og arkitektur",0,KD,Vg1,2023,,open
Hamar katedralskole,"Kunst, design og arkitektur",0,KD,Vg1,2024,37.1,points
Hamar katedralskole,"Kunst, design og arkitektur",0,KD,Vg1,2025,35.6,points
Hamar katedralskole,Medier og kommunikasjon,0,MK,Vg1,2023,,open
Hamar katedralskole,Medier og kommunikasjon,0,MK,Vg1,2024,,open
Hamar katedralskole,Medier og kommunikasjon,0,MK,Vg1,2025,0.0,points
Hamar katedralskole,"Salg, service og reiseliv",0,SR,Vg1,2023,30.0,points
Hamar katedralskole,"Salg, service og reiseliv",0,SR,Vg1,2024,31.2,points
Hamar katedralskole,"Salg, service og reiseliv",0,SR,Vg1,2025,29.4,points
Hamar katedralskole,Studiespesialisering,0,ST,Vg1,2023,,open
Hamar katedralskole,Studiespesialisering,0,ST,Vg1,2024,,open
Hamar katedralskole,Studiespesialisering,0,ST,Vg1,2025,21.8,points
Hamar katedralskole,Teknologi- og industrifag,0,TP,Vg1,2023,0.0,points
Hamar katedralskole,Teknologi- og industrifag,0,TP,Vg1,2024,22.5,points
Hamar katedralskole,Teknologi- og industrifag,0,TP,Vg1,2025,22.0,points
Hamar katedralskole,Datateknologi og elektronikk,0,EL,Vg2,2023,0.0,points
Hamar katedralskole,Datateknologi og elektronikk,0,EL,Vg2,2024,24.3,points
Hamar katedralskole,Datateknologi og elektronikk,0,EL,Vg2,2025,32.9,points
Hamar katedralskole,Frisør,0,FD,Vg2,2023,,open
Hamar katedralskole,Frisør,0,FD,Vg2,2024,,open
Hamar katedralskole,Frisør,0,FD,Vg2,2025,,open
Hamar katedralskole,Industriteknologi,0,TP,Vg2,2023,23.8,points
Hamar katedralskole,Industriteknologi,0,TP,Vg2,2024,22.5,points
Hamar katedralskole,Industriteknologi,0,TP,Vg2,2025,,open
Hamar katedralskole,Informasjonsteknologi,0,IM,Vg2,2023,31.3,points
Hamar katedralskole,Informasjonsteknologi,0,IM,Vg2,2024,23.8,points
Hamar katedralskole,Informasjonsteknologi,0,IM,Vg2,2025,31.3,points
Hamar katedralskole,Interiør og eksponeringsdesign,0,FD,Vg2,2023,25.7,points
Hamar katedralskole,Interiør og eksponeringsdesign,0,FD,Vg2,2024,,open
Hamar katedralskole,Interiør og eksponeringsdesign,0,FD,Vg2,2025,31.4,points
Hamar katedralskole,Kjøretøy,0,TP,Vg2,2023,,open
Hamar katedralskole,Kjøretøy,0,TP,Vg2,2024,25.0,points
Hamar katedralskole,Kjøretøy,0,TP,Vg2,2025,23.8,points
Hamar katedralskole,"Kunst, design og arkitektur",1,KD,Vg2,2023,25.6,points
Hamar katedralskole,"Kunst, design og arkitektur",1,KD,Vg2,2024,,open
Hamar katedralskole,"Kunst, design og arkitektur",1,KD,Vg2,2025,26.7,points
Hamar katedralskole,Medieproduksjon,0,IM,Vg2,2023,43.8,points
Hamar katedralskole,Medieproduksjon,0,IM,Vg2,2024,37.8,points
Hamar katedralskole,Medieproduksjon,0,IM,Vg2,2025,,open
Hamar katedralskole,Medier og kommunikasjon,1,MK,Vg2,2023,,open
Hamar katedralskole,Medier og kommunikasjon,1,MK,Vg2,2024,,open
Hamar katedralskole,Medier og kommunikasjon,1,MK,Vg2,2025,,open
Hamar katedralskole,Realfag,0,ST,Vg2,2023,,open
Hamar katedralskole,Realfag,0,ST,Vg2,2024,,open
Hamar katedralskole,Realfag,0,ST,Vg2,2025,,open
Hamar katedralskole,Salg og reiseliv,0,SR,Vg2,2023,28.8,points
Hamar katedralskole,Salg og reiseliv,0,SR,Vg2,2024,33.8,points
Hamar katedralskole,Salg og reiseliv,0,SR,Vg2,2025,30.0,points
Hamar katedralskole,"Service, sikkerhet og admin",0,SR,Vg2,2023,,open
Hamar katedralskole,"Service, sikkerhet og admin",0,SR,Vg2,2024,32.5,points
Hamar katedralskole,"Service, sikkerhet og admin",0,SR,Vg2,2025,,open
Hamar katedralskole,"Språk, samfunn og økonomi",0,ST,Vg2,2023,,open
Hamar katedralskole,"Språk, samfunn og økonomi",0,ST,Vg2,2024,28.9,points
Hamar katedralskole,"Språk, samfunn og økonomi",0,ST,Vg2,2025,,open
Hamar katedralskole,"Søm og tekstilhåndverk, SK 3 år",0,DT,Vg2,2023,,open
Hamar katedralskole,"Søm og tekstilhåndverk, SK 3 år",0,DT,Vg2,2024,,open
Hamar katedralskole,"Søm og tekstilhåndverk, SK 3 år",0,DT,Vg2,2025,,open
Jønsberg videregående skole,Naturbruk,0,NA,Vg1,2023,,open
Jønsberg videregående skole,Naturbruk,0,NA,Vg1,2024,,open
Jønsberg videregående skole,Naturbruk,0,NA,Vg1,2025,29.3,points
Jønsberg videregående skole,Teknologi- og industrifag,0,TP,Vg1,2023,,open
Jønsberg videregående skole,Teknologi- og industrifag,0,TP,Vg1,2024,,open
Jønsberg videregående skole,Teknologi- og industrifag,0,TP,Vg1,2025,0.0,points
Jønsberg videregående skole,Arbeidsmaskiner,0,TP,Vg2,2023,33.8,points
Jønsberg videregående skole,Arbeidsmaskiner,0,TP,Vg2,2024,30.0,points
Jønsberg videregående skole,Arbeidsmaskiner,0,TP,Vg2,2025,26.7,points
Jønsberg videregående skole,Landbruk og gartnernæring,0,NA,Vg2,2023,25.7,points
Jønsberg videregående skole,Landbruk og gartnernæring,0,NA,Vg2,2024,,open
Jønsberg videregående skole,Landbruk og gartnernæring,0,NA,Vg2,2025,,open
Lena-Valle videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2023,36.5,points
Lena-Valle videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2024,31.0,points
Lena-Valle videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2025,27.9,points
Lena-Valle videregående skole,"Helse- og oppvekstfag, SK 3 år",0,HS,Vg1,2023,0.0,points
Lena-Valle videregående skole,"Helse- og oppvekstfag, SK 3 år",0,HS,Vg1,2024,34.1,points
Lena-Valle videregående skole,"Helse- og oppvekstfag, SK 3 år",0,HS,Vg1,2025,42.2,points
Lena-Valle videregående skole,Idrettsfag,0,ID,Vg1,2023,,open
Lena-Valle videregående skole,Idrettsfag,0,ID,Vg1,2024,41.5,points
Lena-Valle videregående skole,Idrettsfag,0,ID,Vg1,2025,31.8,points
Lena-Valle videregående skole,Naturbruk,0,NA,Vg1,2023,,open
Lena-Valle videregående skole,Naturbruk,0,NA,Vg1,2024,,open
Lena-Valle videregående skole,Naturbruk,0,NA,Vg1,2025,24.7,points
Lena-Valle videregående skole,Studiespesialisering,0,ST,Vg1,2023,36.5,points
Lena-Valle videregående skole,Studiespesialisering,0,ST,Vg1,2024,45.6,points
Lena-Valle videregående skole,Studiespesialisering,0,ST,Vg1,2025,32.0,points
Lena-Valle videregående skole,Teknologi- og industrifag,0,TP,Vg1,2023,29.3,points
Lena-Valle videregående skole,Teknologi- og industrifag,0,TP,Vg1,2024,23.8,points
Lena-Valle videregående skole,Teknologi- og industrifag,0,TP,Vg1,2025,23.3,points
Lena-Valle videregående skole,Anleggsgartner,0,BA,Vg2,2023,31.4,points
Lena-Valle videregående skole,Anleggsgartner,0,BA,Vg2,2024,34.3,points
Lena-Valle videregående skole,Anleggsgartner,0,BA,Vg2,2025,34.3,points
Lena-Valle videregående skole,Arbeidsmaskiner,0,TP,Vg2,2023,,open
Lena-Valle videregående skole,Arbeidsmaskiner,0,TP,Vg2,2024,33.8,points
Lena-Valle videregående skole,Arbeidsmaskiner,0,TP,Vg2,2025,,open
Lena-Valle videregående skole,Helsearbeiderfag,0,HS,Vg2,2023,,open
Lena-Valle videregående skole,Helsearbeiderfag,0,HS,Vg2,2024,27.1,points
Lena-Valle videregående skole,Helsearbeiderfag,0,HS,Vg2,2025,16.3,points
Lena-Valle videregående skole,"Helsearbeiderfag, SK 3 år",0,HS,Vg2,2023,,open
Lena-Valle videregående skole,"Helsearbeiderfag, SK 3 år",0,HS,Vg2,2024,,open
Lena-Valle videregående skole,"Helsearbeiderfag, SK 3 år",0,HS,Vg2,2025,27.5,points
Lena-Valle videregående skole,Heste- og dyrefag,0,NA,Vg2,2023,,open
Lena-Valle videregående skole,Heste- og dyrefag,0,NA,Vg2,2024,35.0,points
Lena-Valle videregående skole,Heste- og dyrefag,0,NA,Vg2,2025,28.6,points
Lena-Valle videregående skole,Idrettsfag,1,ID,Vg2,2023,18.9,points
Lena-Valle videregående skole,Idrettsfag,1,ID,Vg2,2024,,open
Lena-Valle videregående skole,Idrettsfag,1,ID,Vg2,2025,,open
Lena-Valle videregående skole,Kjøretøy,0,TP,Vg2,2023,,open
Lena-Valle videregående skole,Kjøretøy,0,TP,Vg2,2024,,open
Lena-Valle videregående skole,Kjøretøy,0,TP,Vg2,2025,23.8,points
Lena-Valle videregående skole,Landbruk og gartnernæring,0,NA,Vg2,2023,,open
