fylke,school,program,occurrence,category,grep_code,level,year,round,points,status
Vestland,Os vidaregåande skule,"Helse- og oppvekstfag, SK 3 år",0,HS,HSHSF1----,Vg1,2026,3,,open
Vestland,Os vidaregåande skule,"Sal, service og reiseliv",0,SR,SRSSR1----,Vg1,2020,3,33.7,points
Vestland,Os vidaregåande skule,"Salg, service og reiseliv",0,SR,SRSSR1----,Vg1,2024,3,40.0,points
Vestland,Os vidaregåande skule,"Salg, service og reiseliv",0,SR,SRSSR1----,Vg1,2025,3,40.2,points
Vestland,Os vidaregåande skule,"Salg, service og reiseliv",0,SR,SRSSR1----,Vg1,2026,3,30.9,points
Vestland,Os vidaregåande skule,Studiespesialisering,0,ST,STUSP1----,Vg1,2026,3,40.3,points
Vestland,Os vidaregåande skule,Teknikk og industriell produksjon,0,TP,TPTIP1----,Vg1,2020,3,16.7,points
Vestland,Os vidaregåande skule,Teknologi- og industrifag,0,TP,TPTIP1----,Vg1,2024,3,34.7,points
Vestland,Os vidaregåande skule,Teknologi- og industrifag,0,TP,TPTIP1----,Vg1,2025,3,33.4,points
Vestland,Os vidaregåande skule,Teknologi- og industrifag,0,TP,TPTIP1----,Vg1,2026,3,34.4,points
Vestland,Os vidaregåande skule,Ambulansefag,0,HS,HSAMB2----,Vg2,2024,3,56.3,points
Vestland,Os vidaregåande skule,Ambulansefag,0,HS,HSAMB2----,Vg2,2025,3,55.6,points
Vestland,Os vidaregåande skule,Ambulansefag,0,HS,HSAMB2----,Vg2,2026,3,56.3,points
Vestland,Os vidaregåande skule,"Anleggsteknikk, LAL",0,BA,BAANL2----,Vg2,2024,3,34.3,points
Vestland,Os vidaregåande skule,Arbeidsmaskiner,0,TP,TPAMK2----,Vg2,2024,3,30.0,points
Vestland,Os vidaregåande skule,Arbeidsmaskiner,0,TP,TPAMK2----,Vg2,2025,3,36.3,points
Vestland,Os vidaregåande skule,Arbeidsmaskiner,0,TP,TPAMK2----,Vg2,2026,3,40.0,points
Vestland,Os vidaregåande skule,Barne- og ungdomsarbeider,0,HS,HSBUA2----,Vg2,2024,3,38.8,points
Vestland,Os vidaregåande skule,Barne- og ungdomsarbeider,0,HS,HSBUA2----,Vg2,2025,3,22.5,points
Vestland,Os vidaregåande skule,Barne- og ungdomsarbeider,0,HS,HSBUA2----,Vg2,2026,3,36.7,points
Vestland,Os vidaregåande skule,Elenergi og ekom,0,EL,ELELE2----,Vg2,2024,3,38.6,points
Vestland,Os vidaregåande skule,Elenergi og ekom,0,EL,ELELE2----,Vg2,2025,3,38.6,points
Vestland,Os vidaregåande skule,Elenergi og ekom,0,EL,ELELE2----,Vg2,2026,3,35.0,points
Vestland,Os vidaregåande skule,Helsearbeiderfag,0,HS,HSHEA2----,Vg2,2024,3,47.5,points
Vestland,Os vidaregåande skule,Helsearbeiderfag,0,HS,HSHEA2----,Vg2,2025,3,,open
Vestland,Os vidaregåande skule,Helsearbeiderfag,0,HS,HSHEA2----,Vg2,2026,3,,open
Vestland,Os vidaregåande skule,Kjøretøy,0,TP,TPKJT2----,Vg2,2024,3,,open
Vestland,Os vidaregåande skule,Kjøretøy,0,TP,TPKJT2----,Vg2,2025,3,31.3,points
Vestland,Os vidaregåande skule,Kjøretøy,0,TP,TPKJT2----,Vg2,2026,3,22.5,points
Vestland,Os vidaregåande skule,Salg og reiseliv,0,SR,SRSRL2----,Vg2,2024,3,27.5,points
Vestland,Os vidaregåande skule,Salg og reiseliv,0,SR,SRSRL2----,Vg2,2025,3,27.5,points
Vestland,Os vidaregåande skule,"Salg, service og reiseliv",1,SR,SRSSR2----,Vg2,2026,3,36.3,points
Vestland,Os vidaregåande skule,Transport og logistikk,0,TP,TPTOL2----,Vg2,2024,3,,open
Vestland,Os vidaregåande skule,Transport og logistikk,0,TP,TPTOL2----,Vg2,2025,3,,open
Vestland,Os vidaregåande skule,Transport og logistikk,0,TP,TPTOL2----,Vg2,2026,3,23.3,points
Vestland,Os vidaregåande skule,Tømrer,0,BA,BATMF2----,Vg2,2024,3,,open
Vestland,Os vidaregåande skule,Tømrer,0,BA,BATMF2----,Vg2,2025,3,,open
Vestland,Os vidaregåande skule,Tømrer,0,BA,BATMF2----,Vg2,2026,3,28.6,points
Vestland,Os vidaregåande skule,"Anleggsmaskinmekanikerfaget, LAL",0,TP,TPAMM3----,Vg3,2024,3,27.1,points
Vestland,Os vidaregåande skule,Påbygg. gen. studiekompetanse,0,PB,PBPBY3----,Vg3,2024,3,,open
Vestland,Os vidaregåande skule,Påbygg. gen. studiekompetanse,0,PB,PBPBY3----,Vg3,2025,3,41.4,points
Vestland,Os vidaregåande skule,Påbygg. gen. studiekompetanse,0,PB,PBPBY3----,Vg3,2026,3,,open
Vestland,Osterøy vidaregåande skule,Elektro og datateknologi,0,EL,ELELE1----,Vg1,2024,3,38.1,points
Vestland,Osterøy vidaregåande skule,Elektro og datateknologi,0,EL,ELELE1----,Vg1,2025,3,36.9,points
Vestland,Osterøy vidaregåande skule,Elektro og datateknologi,0,EL,ELELE1----,Vg1,2026,3,43.1,points
Vestland,Osterøy vidaregåande skule,Elektrofag,0,EL,ELELE1----,Vg1,2020,3,40.0,points
Vestland,Osterøy vidaregåande skule,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2020,3,,open
Vestland,Osterøy vidaregåande skule,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2024,3,,open
Vestland,Osterøy vidaregåande skule,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2025,3,33.6,points
Vestland,Osterøy vidaregåande skule,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2026,3,,open
Vestland,Osterøy vidaregåande skule,Studiespesialisering,0,ST,STUSP1----,Vg1,2020,3,,open
Vestland,Osterøy vidaregåande skule,Studiespesialisering,0,ST,STUSP1----,Vg1,2024,3,,open
Vestland,Osterøy vidaregåande skule,Studiespesialisering,0,ST,STUSP1----,Vg1,2025,3,,open
Vestland,Osterøy vidaregåande skule,Teknikk og industriell produksjon,0,TP,TPTIP1----,Vg1,2020,3,,open
Vestland,Osterøy vidaregåande skule,Teknologi- og industrifag,0,TP,TPTIP1----,Vg1,2024,3,35.0,points
Vestland,Osterøy vidaregåande skule,Teknologi- og industrifag,0,TP,TPTIP1----,Vg1,2025,3,31.3,points
Vestland,Osterøy vidaregåande skule,Teknologi- og industrifag,0,TP,TPTIP1----,Vg1,2026,3,,open
Vestland,Osterøy vidaregåande skule,Elenergi og ekom,0,EL,ELELE2----,Vg2,2024,3,38.6,points
Vestland,Osterøy vidaregåande skule,Elenergi og ekom,0,EL,ELELE2----,Vg2,2025,3,31.4,points
Vestland,Osterøy vidaregåande skule,Elenergi og ekom,0,EL,ELELE2----,Vg2,2026,3,,open
Vestland,Osterøy vidaregåande skule,Helsearbeiderfag,0,HS,HSHEA2----,Vg2,2024,3,,open
Vestland,Osterøy vidaregåande skule,Helsearbeiderfag,0,HS,HSHEA2----,Vg2,2025,3,,open
Vestland,Osterøy vidaregåande skule,Helsearbeiderfag,0,HS,HSHEA2----,Vg2,2026,3,,open
Vestland,Osterøy vidaregåande skule,Industriteknologi,0,TP,TPPIN2----,Vg2,2024,3,,open
Vestland,Osterøy vidaregåande skule,Industriteknologi,0,TP,TPPIN2----,Vg2,2025,3,24.3,points
Vestland,Osterøy vidaregåande skule,Industriteknologi,0,TP,TPPIN2----,Vg2,2026,3,,open
Vestland,Rubbestadnes vidaregåande skule,Elektrofag,0,EL,ELELE1----,Vg1,2020,3,30.0,points
Vestland,Rubbestadnes vidaregåande skule,Teknikk og industriell produksjon,0,TP,TPTIP1----,Vg1,2020,3,,open
Vestland,Sandsli videregående skole,Restaurant- og matfag,0,RM,RMRMF1----,Vg1,2020,3,,open
Vestland,Sandsli videregående skole,Restaurant- og matfag,0,RM,RMRMF1----,Vg1,2024,3,0.0,filled_no_points
Vestland,Sandsli videregående skole,Restaurant- og matfag,0,RM,RMRMF1----,Vg1,2025,3,20.0,points
Vestland,Sandsli videregående skole,Restaurant- og matfag,0,RM,RMRMF1----,Vg1,2026,3,,open
Vestland,Sandsli videregående skole,"Salg, service og reiseliv",0,SR,SRSSR1----,Vg1,2024,3,35.6,points
Vestland,Sandsli videregående skole,Studiespesialisering,0,ST,STUSP1----,Vg1,2020,3,39.8,points
Vestland,Sandsli videregående skole,Studiespesialisering,0,ST,STUSP1----,Vg1,2024,3,43.0,points
Vestland,Sandsli videregående skole,Studiespesialisering,0,ST,STUSP1----,Vg1,2025,3,42.8,points
Vestland,Sandsli videregående skole,Studiespesialisering,0,ST,STUSP1----,Vg1,2026,3,38.8,points
Vestland,Sandsli videregående skole,Baker og konditor,0,RM,RMBAK2----,Vg2,2024,3,,open
Vestland,Sandsli videregående skole,Baker og konditor,0,RM,RMBAK2----,Vg2,2025,3,,open
Vestland,Sandsli videregående skole,Baker og konditor,0,RM,RMBAK2----,Vg2,2026,3,,open
Vestland,Sandsli videregående skole,Kokk- og servitørfag,0,RM,RMKOS2----,Vg2,2024,3,,open
Vestland,Sandsli videregående skole,Kokk- og servitørfag,0,RM,RMKOS2----,Vg2,2025,3,25.7,points
Vestland,Sandsli videregående skole,Kokk- og servitørfag,0,RM,RMKOS2----,Vg2,2026,3,,open
Vestland,Sandsli videregående skole,Påbygg gen studiekomp e/yrkeskomp,0,PB,PBPBY3----,Vg3,2026,3,,open
Vestland,Sandsli videregående skole,Påbygg. gen. studiekompetanse,0,PB,PBPBY3----,Vg3,2026,3,32.5,points
Vestland,Slåtthaug videregående skole,Bygg- og anleggsteknikk,0,BA,BABAT1----,Vg1,2020,3,29.7,points
Vestland,Slåtthaug videregående skole,Bygg- og anleggsteknikk,0,BA,BABAT1----,Vg1,2024,3,,open
Vestland,Slåtthaug videregående skole,Bygg- og anleggsteknikk,0,BA,BABAT1----,Vg1,2025,3,26.3,points
Vestland,Slåtthaug videregående skole,Bygg- og anleggsteknikk,0,BA,BABAT1----,Vg1,2026,3,29.4,points
Vestland,Slåtthaug videregående skole,Elektro og datateknologi,0,EL,ELELE1----,Vg1,2024,3,35.0,points
Vestland,Slåtthaug videregående skole,Elektro og datateknologi,0,EL,ELELE1----,Vg1,2025,3,39.4,points
Vestland,Slåtthaug videregående skole,Elektro og datateknologi,0,EL,ELELE1----,Vg1,2026,3,39.4,points
Vestland,Slåtthaug videregående skole,Elektrofag,0,EL,ELELE1----,Vg1,2020,3,38.7,points
Vestland,Slåtthaug videregående skole,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2020,3,18.0,points
Vestland,Slåtthaug videregående skole,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2024,3,,open
Vestland,Slåtthaug videregående skole,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2025,3,30.6,points
Vestland,Slåtthaug videregående skole,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2026,3,,open
Vestland,Slåtthaug videregående skole,Teknikk og industriell produksjon,0,TP,TPTIP1----,Vg1,2020,3,36.7,points
Vestland,Slåtthaug videregående skole,Teknologi- og industrifag,0,TP,TPTIP1----,Vg1,2024,3,33.1,points
Vestland,Slåtthaug videregående skole,Teknologi- og industrifag,0,TP,TPTIP1----,Vg1,2025,3,35.9,points
Vestland,Slåtthaug videregående skole,Teknologi- og industrifag,0,TP,TPTIP1----,Vg1,2026,3,34.1,points
Vestland,Slåtthaug videregående skole,Automatisering,0,EL,ELAUT2----,Vg2,2024,3,48.6,points
Vestland,Slåtthaug videregående skole,Automatisering,0,EL,ELAUT2----,Vg2,2025,3,47.5,points
Vestland,Slåtthaug videregående skole,Automatisering,0,EL,ELAUT2----,Vg2,2026,3,47.5,points
Vestland,Slåtthaug videregående skole,Barne- og ungdomsarbeider,0,HS,HSBUA2----,Vg2,2024,3,,open
Vestland,Slåtthaug videregående skole,Barne- og ungdomsarbeider,0,HS,HSBUA2----,Vg2,2025,3,30.0,points
Vestland,Slåtthaug videregående skole,Barne- og ungdomsarbeider,0,HS,HSBUA2----,Vg2,2026,3,30.0,points
Vestland,Slåtthaug videregående skole,Betong og mur,0,BA,BABMO2----,Vg2,2024,3,,open
Vestland,Slåtthaug videregående skole,Betong og mur,0,BA,BABMO2----,Vg2,2025,3,,open
Vestland,Slåtthaug videregående skole,Betong og mur,0,BA,BABMO2----,Vg2,2026,3,,open
Vestland,Slåtthaug videregående skole,"Bilskade, lakk og karosseri",0,TP,TPBLK2----,Vg2,2024,3,,open
Vestland,Slåtthaug videregående skole,"Bilskade, lakk og karosseri",0,TP,TPBLK2----,Vg2,2025,3,,open
Vestland,Slåtthaug videregående skole,"Bilskade, lakk og karosseri",0,TP,TPBLK2----,Vg2,2026,3,,open
Vestland,Slåtthaug videregående skole,Elenergi og ekom,0,EL,ELELE2----,Vg2,2024,3,37.1,points
Vestland,Slåtthaug videregående skole,Elenergi og ekom,0,EL,ELELE2----,Vg2,2025,3,38.6,points
Vestland,Slåtthaug videregående skole,Elenergi og ekom,0,EL,ELELE2----,Vg2,2026,3,40.0,points
Vestland,Slåtthaug videregående skole,Helsearbeiderfag,0,HS,HSHEA2----,Vg2,2024,3,27.5,points
Vestland,Slåtthaug videregående skole,Helsearbeiderfag,0,HS,HSHEA2----,Vg2,2025,3,18.8,points
Vestland,Slåtthaug videregående skole,Helsearbeiderfag,0,HS,HSHEA2----,Vg2,2026,3,21.3,points
Vestland,Slåtthaug videregående skole,Industriteknologi,0,TP,TPPIN2----,Vg2,2024,3,32.5,points
Vestland,Slåtthaug videregående skole,Industriteknologi,0,TP,TPPIN2----,Vg2,2025,3,21.3,points
Vestland,Slåtthaug videregående skole,Industriteknologi,0,TP,TPPIN2----,Vg2,2026,3,,open
Vestland,Slåtthaug videregående skole,Kjøretøy,0,TP,TPKJT2----,Vg2,2024,3,,open
Vestland,Slåtthaug videregående skole,Kjøretøy,0,TP,TPKJT2----,Vg2,2025,3,35.7,points
Vestland,Slåtthaug videregående skole,Kjøretøy,0,TP,TPKJT2----,Vg2,2026,3,23.8,points
Vestland,Slåtthaug videregående skole,"Kulde-, varmepumpe-, vent.tekn",0,EL,ELKVV2----,Vg2,2024,3,23.8,points
Vestland,Slåtthaug videregående skole,"Kulde-, varmepumpe-, vent.tekn",0,EL,ELKVV2----,Vg2,2025,3,22.2,points
Vestland,Slåtthaug videregående skole,"Kulde-, varmepumpe-, vent.tekn",0,EL,ELKVV2----,Vg2,2026,3,,open
Vestland,Slåtthaug videregående skole,Tømrer,0,BA,BATMF2----,Vg2,2024,3,28.6,points
Vestland,Slåtthaug videregående skole,Tømrer,0,BA,BATMF2----,Vg2,2025,3,15.7,points
Vestland,Slåtthaug videregående skole,Tømrer,0,BA,BATMF2----,Vg2,2026,3,,open
Vestland,Slåtthaug videregående skole,Automatiseringsfaget,0,EL,ELAUT3----,Vg3,2024,3,24.3,points
Vestland,Slåtthaug videregående skole,Automatiseringsfaget,0,EL,ELAUT3----,Vg3,2025,3,,open
Vestland,Slåtthaug videregående skole,Automatiseringsfaget,0,EL,ELAUT3----,Vg3,2026,3,,open
Vestland,Slåtthaug videregående skole,Påbygg gen studiekomp e/yrkeskomp,0,PB,PBPBY3----,Vg3,2026,3,32.5,points
Vestland,Slåtthaug videregående skole,Påbygg. gen. studiekompetanse,0,PB,PBPBY3----,Vg3,2024,3,,open
Vestland,Slåtthaug videregående skole,Påbygg. gen. studiekompetanse,0,PB,PBPBY3----,Vg3,2025,3,28.6,points
Vestland,Slåtthaug videregående skole,Påbygg. gen. studiekompetanse,0,PB,PBPBY3----,Vg3,2026,3,20.0,points
Vestland,Sogndal vidaregåande skule,Bygg- og anleggsteknikk,0,BA,BABAT1----,Vg1,2020,3,,open
Vestland,Sogndal vidaregåande skule,Bygg- og anleggsteknikk,0,BA,BABAT1----,Vg1,2024,3,,open
Vestland,Sogndal vidaregåande skule,Bygg- og anleggsteknikk,0,BA,BABAT1----,Vg1,2025,3,23.8,points
Vestland,Sogndal vidaregåande skule,Bygg- og anleggsteknikk,0,BA,BABAT1----,Vg1,2026,3,,open
Vestland,Sogndal vidaregåande skule,Elektro og datateknologi,0,EL,ELELE1----,Vg1,2024,3,42.0,points
Vestland,Sogndal vidaregåande skule,Elektro og datateknologi,0,EL,ELELE1----,Vg1,2025,3,37.7,points
Vestland,Sogndal vidaregåande skule,Elektro og datateknologi,0,EL,ELELE1----,Vg1,2026,3,39.4,points
Vestland,Sogndal vidaregåande skule,Elektrofag,0,EL,ELELE1----,Vg1,2020,3,32.9,points
Vestland,Sogndal vidaregåande skule,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2020,3,,open
Vestland,Sogndal vidaregåande skule,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2024,3,35.0,points
Vestland,Sogndal vidaregåande skule,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2025,3,38.4,points
Vestland,Sogndal vidaregåande skule,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2026,3,,open
Vestland,Sogndal vidaregåande skule,Idrettsfag,0,ID,IDRET1----,Vg1,2020,3,,open
Vestland,Sogndal vidaregåande skule,Idrettsfag,0,ID,IDRET1----,Vg1,2024,3,45.3,points
Vestland,Sogndal vidaregåande skule,Idrettsfag,0,ID,IDRET1----,Vg1,2025,3,46.5,points
Vestland,Sogndal vidaregåande skule,Idrettsfag,0,ID,IDRET1----,Vg1,2026,3,45.5,points
Vestland,Sogndal vidaregåande skule,Medier og kommunikasjon,0,MK,MKMED1----,Vg1,2020,3,,open
Vestland,Sogndal vidaregåande skule,Restaurant- og matfag,0,RM,RMRMF1----,Vg1,2020,3,,open
Vestland,Sogndal vidaregåande skule,Restaurant- og matfag,0,RM,RMRMF1----,Vg1,2024,3,,open
Vestland,Sogndal vidaregåande skule,Restaurant- og matfag,0,RM,RMRMF1----,Vg1,2025,3,,open
Vestland,Sogndal vidaregåande skule,Restaurant- og matfag,0,RM,RMRMF1----,Vg1,2026,3,,open
Vestland,Sogndal vidaregåande skule,"Sal, service og reiseliv",0,SR,SRSSR1----,Vg1,2020,3,,open
Vestland,Sogndal vidaregåande skule,"Salg, service og reiseliv",0,SR,SRSSR1----,Vg1,2024,3,,open
Vestland,Sogndal vidaregåande skule,"Salg, service og reiseliv",0,SR,SRSSR1----,Vg1,2025,3,32.2,points
Vestland,Sogndal vidaregåande skule,"Salg, service og reiseliv",0,SR,SRSSR1----,Vg1,2026,3,,open
Vestland,Sogndal vidaregåande skule,Studiespesialisering,0,ST,STUSP1----,Vg1,2020,3,,open
Vestland,Sogndal vidaregåande skule,Studiespesialisering,0,ST,STUSP1----,Vg1,2024,3,,open
Vestland,Sogndal vidaregåande skule,Studiespesialisering,0,ST,STUSP1----,Vg1,2025,3,28.2,points
Vestland,Sogndal vidaregåande skule,Studiespesialisering,0,ST,STUSP1----,Vg1,2026,3,,open
Vestland,Sogndal vidaregåande skule,Teknikk og industriell produksjon,0,TP,TPTIP1----,Vg1,2020,3,27.3,points
Vestland,Sogndal vidaregåande skule,Teknologi- og industrifag,0,TP,TPTIP1----,Vg1,2024,3,33.1,points
Vestland,Sogndal vidaregåande skule,Teknologi- og industrifag,0,TP,TPTIP1----,Vg1,2025,3,31.6,points
Vestland,Sogndal vidaregåande skule,Teknologi- og industrifag,0,TP,TPTIP1----,Vg1,2026,3,31.3,points
Vestland,Sogndal vidaregåande skule,Anleggsteknikk,0,BA,BAANL2----,Vg2,2024,3,34.3,points
Vestland,Sogndal vidaregåande skule,Anleggsteknikk,0,BA,BAANL2----,Vg2,2025,3,32.9,points
Vestland,Sogndal vidaregåande skule,Anleggsteknikk,0,BA,BAANL2----,Vg2,2026,3,30.0,points
Vestland,Sogndal vidaregåande skule,Barne- og ungdomsarbeider,0,HS,HSBUA2----,Vg2,2024,3,,open
Vestland,Sogndal vidaregåande skule,Barne- og ungdomsarbeider,0,HS,HSBUA2----,Vg2,2025,3,22.2,points
Vestland,Sogndal vidaregåande skule,Barne- og ungdomsarbeider,0,HS,HSBUA2----,Vg2,2026,3,,open
Vestland,Sogndal vidaregåande skule,Betong og mur,0,BA,BABMO2----,Vg2,2024,3,31.4,points
Vestland,Sogndal vidaregåande skule,Betong og mur,0,BA,BABMO2----,Vg2,2025,3,25.0,points
Vestland,Sogndal vidaregåande skule,Betong og mur,0,BA,BABMO2----,Vg2,2026,3,,open
Vestland,Sogndal vidaregåande skule,Datateknologi og elektronikk,0,EL,ELDEL2----,Vg2,2024,3,,open
Vestland,Sogndal vidaregåande skule,Datateknologi og elektronikk,0,EL,ELDEL2----,Vg2,2026,3,38.6,points
Vestland,Sogndal vidaregåande skule,Elenergi og ekom,0,EL,ELELE2----,Vg2,2024,3,44.3,points
Vestland,Sogndal vidaregåande skule,Elenergi og ekom,0,EL,ELELE2----,Vg2,2025,3,35.7,points
Vestland,Sogndal vidaregåande skule,Elenergi og ekom,0,EL,ELELE2----,Vg2,2026,3,40.0,points
Vestland,Sogndal vidaregåande skule,Helsearbeiderfag,0,HS,HSHEA2----,Vg2,2024,3,35.0,points
Vestland,Sogndal vidaregåande skule,Helsearbeiderfag,0,HS,HSHEA2----,Vg2,2025,3,27.5,points
Vestland,Sogndal vidaregåande skule,Helsearbeiderfag,0,HS,HSHEA2----,Vg2,2026,3,,open
Vestland,Sogndal vidaregåande skule,Kjøretøy,0,TP,TPKJT2----,Vg2,2024,3,,open
Vestland,Sogndal vidaregåande skule,Kjøretøy,0,TP,TPKJT2----,Vg2,2025,3,,open
Vestland,Sogndal vidaregåande skule,Kjøretøy,0,TP,TPKJT2----,Vg2,2026,3,31.3,points
Vestland,Sogndal vidaregåande skule,"Klima, energi og miljøteknikk",0,BA,BAKEM2----,Vg2,2025,3,,open
Vestland,Sogndal vidaregåande skule,Kokk- og servitørfag,0,RM,RMKOS2----,Vg2,2024,3,,open
Vestland,Sogndal vidaregåande skule,Kokk- og servitørfag,0,RM,RMKOS2----,Vg2,2025,3,,open
Vestland,Sogndal vidaregåande skule,Kokk- og servitørfag,0,RM,RMKOS2----,Vg2,2026,3,,open
Vestland,Sogndal vidaregåande skule,Rørlegger,0,BA,BARLF2----,Vg2,2024,3,34.3,points
Vestland,Sogndal vidaregåande skule,Rørlegger,0,BA,BARLF2----,Vg2,2025,3,31.4,points
Vestland,Sogndal vidaregåande skule,Rørlegger,0,BA,BARLF2----,Vg2,2026,3,,open
Vestland,Sogndal vidaregåande skule,Salg og reiseliv,0,SR,SRSRL2----,Vg2,2024,3,,open
Vestland,Sogndal vidaregåande skule,Salg og reiseliv,0,SR,SRSRL2----,Vg2,2025,3,,open
Vestland,Sogndal vidaregåande skule,"Salg, service og reiseliv",1,SR,SRSSR2----,Vg2,2026,3,,open
Vestland,Sogndal vidaregåande skule,Transport og logistikk,0,TP,TPTOL2----,Vg2,2024,3,20.0,points
Vestland,Sogndal vidaregåande skule,Transport og logistikk,0,TP,TPTOL2----,Vg2,2025,3,,open
Vestland,Sogndal vidaregåande skule,Transport og logistikk,0,TP,TPTOL2----,Vg2,2026,3,26.3,points
Vestland,Sogndal vidaregåande skule,Tømrer,0,BA,BATMF2----,Vg2,2024,3,,open
Vestland,Sogndal vidaregåande skule,Tømrer,0,BA,BATMF2----,Vg2,2025,3,,open
Vestland,Sogndal vidaregåande skule,Tømrer,0,BA,BATMF2----,Vg2,2026,3,,open
Vestland,Sogndal vidaregåande skule,Dataelektronikerfaget,0,EL,ELDAT3----,Vg3,2024,3,,open
Vestland,Sogndal vidaregåande skule,Dataelektronikerfaget,0,EL,ELDAT3----,Vg3,2025,3,,open
Vestland,Sogndal vidaregåande skule,Dataelektronikerfaget,0,EL,ELDAT3----,Vg3,2026,3,,open
Vestland,Sotra vidaregåande skule,Bygg- og anleggsteknikk,0,BA,BABAT1----,Vg1,2020,3,26.4,points
Vestland,Sotra vidaregåande skule,Bygg- og anleggsteknikk,0,BA,BABAT1----,Vg1,2024,3,,open
Vestland,Sotra vidaregåande skule,Bygg- og anleggsteknikk,0,BA,BABAT1----,Vg1,2025,3,21.3,points
Vestland,Sotra vidaregåande skule,Bygg- og anleggsteknikk,0,BA,BABAT1----,Vg1,2026,3,,open
Vestland,Sotra vidaregåande skule,Elektro og datateknologi,0,EL,ELELE1----,Vg1,2024,3,34.1,points
Vestland,Sotra vidaregåande skule,Elektro og datateknologi,0,EL,ELELE1----,Vg1,2025,3,35.7,points
Vestland,Sotra vidaregåande skule,Elektro og datateknologi,0,EL,ELELE1----,Vg1,2026,3,35.6,points
Vestland,Sotra vidaregåande skule,Elektrofag,0,EL,ELELE1----,Vg1,2020,3,38.7,points
Vestland,Sotra vidaregåande skule,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2020,3,,open
Vestland,Sotra vidaregåande skule,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2024,3,,open
Vestland,Sotra vidaregåande skule,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2025,3,29.7,points
Vestland,Sotra vidaregåande skule,Helse- og oppvekstfag,0,HS,HSHSF1----,Vg1,2026,3,,open
Vestland,Sotra vidaregåande skule,Idrettsfag,0,ID,IDRET1----,Vg1,2020,3,40.7,points
Vestland,Sotra vidaregåande skule,Idrettsfag,0,ID,IDRET1----,Vg1,2024,3,36.3,points
Vestland,Sotra vidaregåande skule,Idrettsfag,0,ID,IDRET1----,Vg1,2025,3,,open
Vestland,Sotra vidaregåande skule,Idrettsfag,0,ID,IDRET1----,Vg1,2026,3,,open
Vestland,Sotra vidaregåande skule,Restaurant- og matfag,0,RM,RMRMF1----,Vg1,2020,3,31.1,points
Vestland,Sotra vidaregåande skule,Restaurant- og matfag,0,RM,RMRMF1----,Vg1,2024,3,27.7,points
Vestland,Sotra vidaregåande skule,Restaurant- og matfag,0,RM,RMRMF1----,Vg1,2025,3,27.3,points
Vestland,Sotra vidaregåande skule,Restaurant- og matfag,0,RM,RMRMF1----,Vg1,2026,3,,open
Vestland,Sotra vidaregåande skule,"Sal, service og reiseliv",0,SR,SRSSR1----,Vg1,2020,3,13.1,points
Vestland,Sotra vidaregåande skule,"Salg, service og reiseliv",0,SR,SRSSR1----,Vg1,2024,3,30.3,points
Vestland,Sotra vidaregåande skule,"Salg, service og reiseliv",0,SR,SRSSR1----,Vg1,2025,3,31.3,points
Vestland,Sotra vidaregåande skule,"Salg, service og reiseliv",0,SR,SRSSR1----,Vg1,2026,3,23.8,points
Vestland,Sotra vidaregåande skule,Studiespesialisering,0,ST,STUSP1----,Vg1,2020,3,26.9,points
Vestland,Sotra vidaregåande skule,Studiespesialisering,0,ST,STUSP1----,Vg1,2024,3,30.6,points
Vestland,Sotra vidaregåande skule,Studiespesialisering,0,ST,STUSP1----,Vg1,2025,3,21.0,points
Vestland,Sotra vidaregåande skule,Studiespesialisering,0,ST,STUSP1----,Vg1,2026,3,28.8,points
Vestland,Sotra vidaregåande skule,Studiespesialisering med teknologifag,0,ST,STUSP1----,Vg1,2020,3,40.2,points
Vestland,Sotra vidaregåande skule,"Studiespesialisering, teknologifag",0,ST,STUSP1----,Vg1,2024,3,31.9,points
Vestland,Sotra vidaregåande skule,"Studiespesialisering, teknologifag",0,ST,STUSP1----,Vg1,2025,3,,open
Vestland,Sotra vidaregåande skule,"Studiespesialisering, teknologifag",0,ST,STUSP1----,Vg1,2026,3,45.3,points
Vestland,Sotra vidaregåande skule,Teknikk og industriell produksjon,0,TP,TPTIP1----,Vg1,2020,3,40.7,points
Vestland,Sotra vidaregåande skule,Teknologi- og industrifag,0,TP,TPTIP1----,Vg1,2024,3,38.0,points
Vestland,Sotra vidaregåande skule,Teknologi- og industrifag,0,TP,TPTIP1----,Vg1,2025,3,36.3,points
Vestland,Sotra vidaregåande skule,Teknologi- og industrifag,0,TP,TPTIP1----,Vg1,2026,3,38.8,points
