year,fylke,school,program,level,category,state,actual,forecast,p_fill,p_fill_raw,history_years,last_year_value
2020,Oslo,Bjerke videregående skole,idrettsfag,Vg1,ID,num,41.3,35.19,0.956,0.999,0,
2020,Oslo,Bjerke videregående skole,"studiespes, business",Vg1,ST,num,38.8,31.81,0.939,0.998,0,
2020,Oslo,Bjerke videregående skole,studiespesialisering,Vg1,ST,num,42.7,33.49,0.922,0.997,0,
2020,Oslo,Bjørnholt videregående skole,elektrofag,Vg1,EL,num,21.5,31.76,0.983,1.0,0,
2020,Oslo,Bjørnholt videregående skole,medier og kommunikasjon,Vg1,MK,open,,31.26,0.935,0.998,0,
2020,Oslo,Bjørnholt videregående skole,studiespesialisering,Vg1,ST,open,,33.49,0.922,0.997,0,
2020,Oslo,Blindern videregående skole,studiespesialisering,Vg1,ST,num,45.3,33.49,0.922,0.997,0,
2020,Oslo,Edvard Munch videregående skole,"frisør, blomster, interiør og eksponeringsdesign",Vg1,FD,num,34.5,25.59,0.911,0.996,0,
2020,Oslo,Edvard Munch videregående skole,"håndverk, design og produktutvikl. søm/th sk 3 år",Vg1,DT,num,49.3,27.78,0.286,0.149,0,
2020,Oslo,Edvard Munch videregående skole,"håndverk, design og produkutvikl. gull/sølv sk 3 år",Vg1,DT,num,42.4,27.78,0.286,0.149,0,
2020,Oslo,Edvard Munch videregående skole,"håndverk, design og produkutvikl. trearb. sk 3 år",Vg1,DT,num,39.3,27.78,0.286,0.149,0,
2020,Oslo,Edvard Munch videregående skole,"kunst, design og arkitektur",Vg1,KD,num,48.8,30.37,0.946,0.999,0,
2020,Oslo,Edvard Munch videregående skole,studiespesialisering,Vg1,ST,num,50.0,33.49,0.922,0.997,0,
2020,Oslo,Elvebakken videregående skole,elektrofag,Vg1,EL,num,38.1,31.76,0.983,1.0,0,
2020,Oslo,Elvebakken videregående skole,"elektrofag, elenergi, sk 3 år",Vg1,EL,num,41.3,33.79,0.975,1.0,0,
2020,Oslo,Elvebakken videregående skole,"frisør, blomster, interiør og eksponeringsdesign",Vg1,FD,num,31.8,25.59,0.911,0.996,0,
2020,Oslo,Elvebakken videregående skole,informasjonsteknologi og medieproduksjon,Vg1,IM,num,44.7,30.05,0.975,1.0,0,
2020,Oslo,Elvebakken videregående skole,"informasjonsteknologi og medieproduksjon, sk 3 år",Vg1,IM,num,49.3,30.05,0.975,1.0,0,
2020,Oslo,Elvebakken videregående skole,"kunst, design og arkitektur",Vg1,KD,num,48.0,30.37,0.946,0.999,0,
2020,Oslo,Elvebakken videregående skole,medier og kommunikasjon,Vg1,MK,num,47.8,31.26,0.935,0.998,0,
2020,Oslo,Elvebakken videregående skole,studiespesialisering,Vg1,ST,num,52.3,33.49,0.922,0.997,0,
2020,Oslo,Etterstad videregående skole,elektrofag,Vg1,EL,num,34.1,31.76,0.983,1.0,0,
2020,Oslo,Etterstad videregående skole,restaurant- og matfag,Vg1,RM,num,28.6,24.18,0.899,0.994,0,
2020,Oslo,Etterstad videregående skole,"salg, service og reiseliv",Vg1,SR,open,,27.5,0.977,1.0,0,
2020,Oslo,Etterstad videregående skole,teknikk og industriell produksjon,Vg1,TP,num,17.9,25.7,0.985,1.0,0,
2020,Oslo,Foss videregående skole,studiespesialisering,Vg1,ST,num,51.3,33.49,0.922,0.997,0,
2020,Oslo,Fyrstikkalleen skole,informasjonsteknologi og medieproduksjon,Vg1,IM,num,36.8,30.05,0.975,1.0,0,
2020,Oslo,Fyrstikkalleen skole,medier og kommunikasjon,Vg1,MK,num,43.3,31.26,0.935,0.998,0,
2020,Oslo,Fyrstikkalleen skole,studiespesialisering,Vg1,ST,num,44.3,33.49,0.922,0.997,0,
2020,Oslo,Hartvig Nissens skole,studiespesialisering,Vg1,ST,num,41.8,33.49,0.922,0.997,0,
2020,Oslo,Hellerud videregående skole,bygg- og anleggsteknikk,Vg1,BA,num,26.0,25.63,0.964,0.999,0,
2020,Oslo,Hellerud videregående skole,studiespesialisering,Vg1,ST,num,31.6,33.49,0.922,0.997,0,
2020,Oslo,Hersleb videregående skole,helse- og oppvekstfag,Vg1,HS,num,30.7,26.67,0.982,1.0,0,
2020,Oslo,Hersleb videregående skole,studiespesialisering,Vg1,ST,open,,33.49,0.922,0.997,0,
2020,Oslo,Holtet videregående skole,helse- og oppvekstfag,Vg1,HS,num,26.9,26.67,0.982,1.0,0,
2020,Oslo,Holtet videregående skole,"helse/oppvekst, ambulanse, sk 3 år",Vg1,HS,num,37.6,26.95,0.958,0.999,0,
2020,Oslo,Kongshavn videregående skole,studiespesialisering,Vg1,ST,num,39.3,33.49,0.922,0.997,0,
2020,Oslo,Kuben videregående skole,bygg- og anleggsteknikk,Vg1,BA,num,37.8,25.63,0.964,0.999,0,
2020,Oslo,Kuben videregående skole,"bygg- og anleggsteknikk, ysk 4 år",Vg1,BA,num,38.6,25.97,0.959,0.999,0,
2020,Oslo,Kuben videregående skole,elektrofag,Vg1,EL,num,37.3,31.76,0.983,1.0,0,
2020,Oslo,Kuben videregående skole,"elektrofag, autom, sk 3 år",Vg1,EL,num,42.1,33.79,0.975,1.0,0,
2020,Oslo,Kuben videregående skole,helse- og oppvekstfag,Vg1,HS,num,38.7,26.67,0.982,1.0,0,
2020,Oslo,Kuben videregående skole,"helse- og oppvekstfag, ysk 4 år",Vg1,HS,num,45.4,26.95,0.958,0.999,0,
2020,Oslo,Kuben videregående skole,informasjonsteknologi og medieproduksjon,Vg1,IM,num,36.4,30.05,0.975,1.0,0,
2020,Oslo,Kuben videregående skole,"informasjonsteknologi og medieproduksjon, sk 3 år",Vg1,IM,num,48.0,30.05,0.975,1.0,0,
2020,Oslo,Kuben videregående skole,studiespesialisering,Vg1,ST,num,43.6,33.49,0.922,0.997,0,
2020,Oslo,Kuben videregående skole,"studiespesialisering, teknologifag",Vg1,ST,num,40.0,31.81,0.939,0.998,0,
2020,Oslo,Kuben videregående skole,teknikk og industriell produksjon,Vg1,TP,num,35.4,25.7,0.985,1.0,0,
2020,Oslo,Lambertseter videregående skole,idrettsfag,Vg1,ID,num,44.9,35.19,0.956,0.999,0,
2020,Oslo,Lambertseter videregående skole,studiespesialisering,Vg1,ST,num,44.7,33.49,0.922,0.997,0,
2020,Oslo,Nydalen videregående skole,helse- og oppvekstfag,Vg1,HS,num,38.7,26.67,0.982,1.0,0,
2020,Oslo,Nydalen videregående skole,"salg, service og reiseliv",Vg1,SR,num,37.7,27.5,0.977,1.0,0,
2020,Oslo,Nydalen videregående skole,studiespesialisering,Vg1,ST,num,52.0,33.49,0.922,0.997,0,
2020,Oslo,Oslo Handelsgymnasium,"salg, service og reiseliv",Vg1,SR,num,34.3,27.5,0.977,1.0,0,
2020,Oslo,Oslo Handelsgymnasium,"studiespes, business",Vg1,ST,num,40.7,31.81,0.939,0.998,0,
2020,Oslo,Oslo Handelsgymnasium,studiespesialisering,Vg1,ST,num,40.0,33.49,0.922,0.997,0,
2020,Oslo,Oslo katedralskole,studiespesialisering,Vg1,ST,num,49.0,33.49,0.922,0.997,0,
2020,Oslo,Persbråten videregående skole,idrettsfag,Vg1,ID,num,38.0,35.19,0.956,0.999,0,
2020,Oslo,Persbråten videregående skole,studiespesialisering,Vg1,ST,num,34.3,33.49,0.922,0.997,0,
2020,Oslo,Stovner videregående skole,bygg- og anleggsteknikk,Vg1,BA,open,,25.63,0.964,0.999,0,
2020,Oslo,Stovner videregående skole,helse- og oppvekstfag,Vg1,HS,open,,26.67,0.982,1.0,0,
2020,Oslo,Stovner videregående skole,studiespesialisering,Vg1,ST,num,13.2,33.49,0.922,0.997,0,
2020,Oslo,Stovner videregående skole,teknikk og industriell produksjon,Vg1,TP,open,,25.7,0.985,1.0,0,
2020,Oslo,Ullern videregående skole,elektrofag,Vg1,EL,num,36.4,31.76,0.983,1.0,0,
2020,Oslo,Ullern videregående skole,"helse- og oppvekstfag, helsearbeid, sk 3 år",Vg1,HS,num,43.2,26.95,0.958,0.999,0,
2020,Oslo,Ullern videregående skole,medier og kommunikasjon,Vg1,MK,num,48.7,31.26,0.935,0.998,0,
2020,Oslo,Ullern videregående skole,studiespesialisering,Vg1,ST,num,50.7,33.49,0.922,0.997,0,
2020,Oslo,Ullern videregående skole,studiespesialisering med forskerlinje,Vg1,ST,num,46.7,31.81,0.939,0.998,0,
2020,Oslo,Ulsrud videregående skole,helse- og oppvekstfag,Vg1,HS,open,,26.67,0.982,1.0,0,
2020,Oslo,Ulsrud videregående skole,"helse- og oppvekstfag, barne- og ungd.arbeiderfag, sk 3 år",Vg1,HS,num,37.9,26.95,0.958,0.999,0,
2020,Oslo,Ulsrud videregående skole,idrettsfag,Vg1,ID,open,,35.19,0.956,0.999,0,
2020,Oslo,Ulsrud videregående skole,studiespesialisering,Vg1,ST,open,,33.49,0.922,0.997,0,
2020,Oslo,Valle Hovin videregående skole,studiespesialisering,Vg1,ST,num,46.8,33.49,0.922,0.997,0,
2020,Rogaland,Bergeland videregående skole,helse- og oppvekstfag,Vg1,HS,num,27.1,28.84,0.795,0.964,2,29.1
2020,Rogaland,Bergeland videregående skole,"kunst, design og arkitektur",Vg1,KD,open,,32.43,0.661,0.854,2,32.1
2020,Rogaland,Bergeland videregående skole,medier og kommunikasjon,Vg1,MK,open,,34.06,0.6,0.766,1,35.3
2020,Rogaland,Bergeland videregående skole,barne- og ungdomsarbeider,Vg2,HS,num,33.8,31.5,0.659,0.851,2,32.2
2020,Rogaland,Bergeland videregående skole,helsearbeiderfag,Vg2,HS,num,32.2,29.43,0.686,0.883,2,30.0
2020,Rogaland,Bergeland videregående skole,helseservicefag,Vg2,HS,num,31.1,26.04,0.705,0.902,2,30.0
2020,Rogaland,Bergeland videregående skole,"kunst, design og arkitektur",Vg2,KD,open,,32.25,0.23,0.084,0,
2020,Rogaland,Bergeland videregående skole,medier og kommunikasjon,Vg2,MK,open,,34.18,0.186,0.048,0,
2020,Rogaland,Bergeland videregående skole,apotekteknikk,Vg3,HS,num,27.5,25.84,0.456,0.474,1,22.2
2020,Rogaland,Bergeland videregående skole,helsesekretær,Vg3,HS,num,27.5,27.88,0.508,0.588,1,26.7
2020,Rogaland,Bergeland videregående skole,tannhelsesekretær,Vg3,HS,open,,26.6,0.507,0.587,1,25.0
2020,Rogaland,Bryne vidaregåande skule,bygg- og anleggsteknikk,Vg1,BA,num,26.0,28.27,0.753,0.941,2,26.8
2020,Rogaland,Bryne vidaregåande skule,helse- og oppvekstfag,Vg1,HS,num,34.2,30.08,0.841,0.982,2,31.2
2020,Rogaland,Bryne vidaregåande skule,idrettsfag,Vg1,ID,num,39.3,36.94,0.727,0.921,2,35.6
2020,Rogaland,Bryne vidaregåande skule,restaurant- og matfag,Vg1,RM,num,31.0,27.55,0.627,0.808,2,25.8
2020,Rogaland,Bryne vidaregåande skule,"salg, service og reiseliv",Vg1,SR,num,32.5,30.2,0.797,0.965,0,
2020,Rogaland,Bryne vidaregåande skule,studiespesialisering,Vg1,ST,num,35.3,37.8,0.469,0.502,1,39.3
2020,Rogaland,Bryne vidaregåande skule,teknologi- og industrifag,Vg1,TP,num,30.0,28.41,0.903,0.995,1,28.8
2020,Rogaland,Bryne vidaregåande skule,barne- og ungdomsarbeider,Vg2,HS,open,,25.36,0.526,0.627,1,20.0
2020,Rogaland,Bryne vidaregåande skule,byggteknikk,Vg2,BA,num,31.3,33.95,0.75,0.939,2,37.5
2020,Rogaland,Bryne vidaregåande skule,helsearbeiderfag,Vg2,HS,num,30.0,32.21,0.73,0.924,2,32.2
2020,Rogaland,Bryne vidaregåande skule,idrettsfag,Vg2,ID,open,,33.8,0.315,0.192,0,
2020,Rogaland,Bryne vidaregåande skule,industriteknologi,Vg2,TP,num,34.4,27.87,0.793,0.963,2,31.0
2020,Rogaland,Bryne vidaregåande skule,"klima, energi og miljøteknikk",Vg2,BA,num,23.8,30.35,0.766,0.949,2,33.3
2020,Rogaland,Bryne vidaregåande skule,kokk og servitørfag,Vg2,RM,open,,25.94,0.214,0.069,0,
2020,Rogaland,Bryne vidaregåande skule,matproduksjon,Vg2,RM,open,,25.94,0.217,0.071,0,
2020,Rogaland,Bryne vidaregåande skule,medier og kommunikasjon,Vg2,MK,open,,35.01,0.216,0.071,0,
2020,Rogaland,Bryne vidaregåande skule,realfag,Vg2,ST,open,,35.53,0.704,0.901,2,36.0
2020,Rogaland,Bryne vidaregåande skule,"salg, service og sikkerhet",Vg2,SR,open,,28.92,0.74,0.931,2,30.0
2020,Rogaland,Bryne vidaregåande skule,"språk, samfunn og økonomi",Vg2,ST,open,,33.9,0.499,0.568,1,34.0
2020,Rogaland,Bryne vidaregåande skule,transport og logistikk,Vg2,TP,num,28.9,23.35,0.88,0.991,2,21.0
2020,Rogaland,Bryne vidaregåande skule,påbygg til generell studiekompetanse,Vg3,PB,num,33.8,37.93,0.943,0.999,2,41.1
2020,Rogaland,Bryne vidaregåande skule,"påbygg etter yrkeskompetanse, dagtid",Vg4,PB,num,34.4,33.97,0.935,0.998,2,33.3
2020,Rogaland,Bryne vidaregåande skule,"påbygg etter yrkeskompetanse, dagtid(pbpby4yk)",Vg4,PB,num,34.4,32.91,0.927,0.997,0,
2020,Rogaland,Dalane videregående skole,bygg- og anleggsteknikk,Vg1,BA,open,,25.11,0.285,0.147,0,
2020,Rogaland,Dalane videregående skole,elektro og datateknologi,Vg1,EL,num,20.0,30.51,0.692,0.889,1,28.8
2020,Rogaland,Dalane videregående skole,helse- og oppvekstfag,Vg1,HS,open,,26.92,0.69,0.887,2,31.7
2020,Rogaland,Dalane videregående skole,"salg, service og reiseliv",Vg1,SR,open,,26.98,0.537,0.649,0,
2020,Rogaland,Dalane videregående skole,studiespesialisering,Vg1,ST,open,,32.96,0.201,0.059,0,
2020,Rogaland,Dalane videregående skole,teknologi- og industrifag,Vg1,TP,open,,25.36,0.753,0.941,1,26.0
2020,Rogaland,Dalane videregående skole,automatisering,Vg2,EL,open,,34.46,0.358,0.268,0,
2020,Rogaland,Dalane videregående skole,barne- og ungdomsarbeider,Vg2,HS,num,31.1,26.1,0.242,0.095,0,
2020,Rogaland,Dalane videregående skole,byggteknikk,Vg2,BA,open,,30.23,0.613,0.786,2,30.0
2020,Rogaland,Dalane videregående skole,elenergi og ekom,Vg2,EL,num,38.9,36.24,0.614,0.788,1,36.7
2020,Rogaland,Dalane videregående skole,helsearbeiderfag,Vg2,HS,num,34.4,28.32,0.267,0.124,0,
2020,Rogaland,Dalane videregående skole,industriteknologi,Vg2,TP,open,,24.03,0.461,0.485,1,20.0
2020,Rogaland,Dalane videregående skole,kjøretøy,Vg2,TP,num,21.8,24.52,0.704,0.901,2,21.1
2020,Rogaland,Dalane videregående skole,realfag,Vg2,ST,open,,30.97,0.245,0.099,0,
2020,Rogaland,Dalane videregående skole,"salg, service og sikkerhet",Vg2,SR,open,,26.29,0.274,0.133,0,
2020,Rogaland,Dalane videregående skole,"språk, samfunn og økonomi",Vg2,ST,open,,29.69,0.402,0.356,1,28.2
2020,Rogaland,Dalane videregående skole,påbygg til generell studiekompetanse,Vg3,PB,num,23.8,31.74,0.839,0.981,2,37.8
2020,Rogaland,Gand videregående skole,bygg- og anleggsteknikk,Vg1,BA,num,30.0,29.61,0.831,0.978,2,28.9
2020,Rogaland,Gand videregående skole,elektro og datateknologi,Vg1,EL,num,37.7,37.29,0.918,0.996,1,37.6
2020,Rogaland,Gand videregående skole,helse- og oppvekstfag,Vg1,HS,num,36.0,32.72,0.903,0.995,2,34.0
2020,Rogaland,Gand videregående skole,it og medieproduksjon,Vg1,IM,num,37.8,33.48,0.882,0.991,0,
2020,Rogaland,Gand videregående skole,"salg, service og reiseliv",Vg1,SR,num,30.8,32.24,0.879,0.991,0,
2020,Rogaland,Gand videregående skole,teknologi- og industrifag,Vg1,TP,num,34.7,30.6,0.944,0.999,1,31.2
2020,Rogaland,Gand videregående skole,automatisering,Vg2,EL,num,31.3,39.65,0.859,0.987,2,41.1
2020,Rogaland,Gand videregående skole,barne- og ungdomsarbeider,Vg2,HS,num,20.0,30.28,0.766,0.949,1,28.8
2020,Rogaland,Gand videregående skole,"bilskade, lakk og karosseri",Vg2,TP,num,17.8,24.59,0.905,0.995,2,20.9
2020,Rogaland,Gand videregående skole,byggteknikk,Vg2,BA,num,31.3,33.78,0.828,0.977,2,36.3
2020,Rogaland,Gand videregående skole,datateknologi og elektronikk,Vg2,EL,open,,40.24,0.896,0.994,1,43.3
2020,Rogaland,Gand videregående skole,elenergi og ekom,Vg2,EL,num,44.4,42.55,0.867,0.988,1,44.4
2020,Rogaland,Gand videregående skole,helsearbeiderfag,Vg2,HS,num,35.6,33.73,0.808,0.97,2,38.9
2020,Rogaland,Gand videregående skole,ikt-servicefag,Vg2,IM,num,34.4,35.07,0.875,0.99,2,33.3
2020,Rogaland,Gand videregående skole,kjøretøy,Vg2,TP,num,22.2,29.2,0.913,0.996,2,27.8
2020,Rogaland,Gand videregående skole,service og sikkerhet og admin,Vg2,SR,num,37.8,33.5,0.883,0.991,1,34.4
2020,Rogaland,Gand videregående skole,transport og logistikk,Vg2,TP,num,22.2,27.52,0.93,0.998,2,25.0
2020,Rogaland,Gand videregående skole,automatiseringsfaget,Vg3,EL,num,44.3,40.5,0.866,0.988,2,43.8
2020,Rogaland,Gand videregående skole,påbygg til generell studiekompetanse,Vg3,PB,num,34.0,36.36,0.968,1.0,2,33.3
2020,Rogaland,Gand videregående skole,"påbygg etter yrkeskompetanse, dagtid",Vg4,PB,num,33.8,34.89,0.964,0.999,2,33.3
2020,Rogaland,Gand videregående skole,"påbygg etter yrkeskompetanse, kveld",Vg4,PB,num,34.4,30.58,0.959,0.999,2,34.0
2020,Rogaland,Godalen videregående skole,bygg- og anleggsteknikk,Vg1,BA,num,17.1,22.1,0.685,0.881,2,20.0
2020,Rogaland,Godalen videregående skole,elektro og datateknologi,Vg1,EL,open,,28.97,0.788,0.961,1,28.9
2020,Rogaland,Godalen videregående skole,"frisør, blomst, int.eksp. design",Vg1,FD,num,22.0,22.3,0.347,0.248,0,
2020,Rogaland,Godalen videregående skole,"håndverk, design, produktutvikling",Vg1,DT,num,28.7,24.49,0.02,0.0,0,
2020,Rogaland,Godalen videregående skole,"salg, service og reiseliv",Vg1,SR,open,,24.21,0.691,0.888,0,
2020,Rogaland,Godalen videregående skole,teknologi- og industrifag,Vg1,TP,open,,21.22,0.844,0.982,1,20.0
2020,Rogaland,Godalen videregående skole,automatisering,Vg2,EL,open,,30.51,0.536,0.647,1,28.9
2020,Rogaland,Godalen videregående skole,blomsterdekoratør,Vg2,FD,open,,21.72,0.453,0.468,1,21.3
2020,Rogaland,Godalen videregående skole,byggteknikk,Vg2,BA,open,,23.34,0.486,0.541,1,20.0
2020,Rogaland,Godalen videregående skole,design og tekstil,Vg2,DT,open,,24.49,0.02,0.0,0,
2020,Rogaland,Godalen videregående skole,elenergi og ekom,Vg2,EL,num,31.1,34.35,0.706,0.903,1,36.0
2020,Rogaland,Godalen videregående skole,frisør,Vg2,FD,open,,20.96,0.442,0.443,1,20.0
2020,Rogaland,Godalen videregående skole,industriteknologi,Vg2,TP,open,,21.94,0.722,0.917,2,21.1
2020,Rogaland,Godalen videregående skole,kulde og varmepumpeteknikk,Vg2,EL,open,,27.04,0.496,0.563,1,23.0
2020,Rogaland,Godalen videregående skole,overflateteknikk,Vg2,BA,open,,22.68,0.294,0.161,0,
2020,Rogaland,Godalen videregående skole,reiseliv,Vg2,SR,num,33.3,27.61,0.76,0.945,2,38.3
2020,Rogaland,Godalen videregående skole,"salg, service og sikkerhet",Vg2,SR,open,,23.43,0.479,0.526,1,22.2
2020,Rogaland,Godalen videregående skole,treteknikk,Vg2,BA,open,,22.68,0.294,0.161,0,
2020,Rogaland,Godalen videregående skole,automatisering,Vg3,EL,num,38.6,31.49,0.73,0.924,1,32.2
2020,Rogaland,Godalen videregående skole,"påbygg etter yrkeskompetanse, dagtid",Vg4,PB,open,,24.68,0.893,0.993,2,20.9
2020,Rogaland,Haugaland videregående skole,bygg- og anleggsteknikk,Vg1,BA,num,23.6,26.2,0.46,0.482,1,25.6
2020,Rogaland,Haugaland videregående skole,"frisør, blomst, int, eksp.design",Vg1,FD,open,,25.85,0.271,0.13,0,
2020,Rogaland,Haugaland videregående skole,helse- og oppvekstfag,Vg1,HS,num,15.3,25.76,0.726,0.92,2,22.3
2020,Rogaland,Haugaland videregående skole,it og medieproduksjon,Vg1,IM,num,40.4,29.0,0.616,0.791,0,
2020,Rogaland,Haugaland videregående skole,"kunst, design og arkitektur",Vg1,KD,num,37.8,30.64,0.274,0.133,0,
2020,Rogaland,Haugaland videregående skole,"salg, service og reiseliv",Vg1,SR,num,27.8,27.76,0.61,0.782,0,
2020,Rogaland,Haugaland videregående skole,teknologi- og industrifag,Vg1,TP,open,,23.01,0.797,0.965,1,19.4
2020,Rogaland,Haugaland videregående skole,barne- og ungdomsarbeider,Vg2,HS,num,30.0,26.81,0.426,0.407,1,25.6
2020,Rogaland,Haugaland videregående skole,byggteknikk,Vg2,BA,num,20.0,28.28,0.311,0.185,0,
2020,Rogaland,Haugaland videregående skole,frisør,Vg2,FD,open,,25.22,0.222,0.076,0,
2020,Rogaland,Haugaland videregående skole,helsearbeiderfag,Vg2,HS,open,,26.65,0.626,0.807,2,28.0
2020,Rogaland,Haugaland videregående skole,ikt- servicefag,Vg2,IM,num,33.3,34.84,0.714,0.91,2,35.6
2020,Rogaland,Haugaland videregående skole,industriteknologi,Vg2,TP,open,,26.63,0.341,0.236,0,
2020,Rogaland,Haugaland videregående skole,kjøretøy,Vg2,TP,num,26.7,25.79,0.741,0.932,2,25.0
2020,Rogaland,Haugaland videregående skole,"kunst, design og arkitektur",Vg2,KD,open,,30.63,0.171,0.039,0,
2020,Rogaland,Haugaland videregående skole,"salg, service og sikkerhet",Vg2,SR,open,,25.91,0.634,0.818,2,26.7
2020,Rogaland,Haugaland videregående skole,transport og logistikk,Vg2,TP,num,22.0,23.56,0.772,0.952,2,22.2
2020,Rogaland,Haugaland videregående skole,interiør,Vg3,FD,open,,25.85,0.2,0.058,0,
2020,Rogaland,Haugaland videregående skole,påbygg til generell studiekompetanse,Vg3,PB,open,,30.48,0.872,0.989,2,21.7
2020,Rogaland,Haugaland videregående skole,"påbygg etter yrkeskompetanse, dagtid",Vg4,PB,num,32.2,36.06,0.857,0.986,2,38.9
2020,Rogaland,Hetland videregående skole,medier og kommunikasjon,Vg1,MK,open,,35.86,0.726,0.92,2,36.0
2020,Rogaland,Hetland videregående skole,studiespesialisering,Vg1,ST,num,40.4,39.43,0.702,0.899,2,41.3
2020,Rogaland,Hetland videregående skole,medier og kommunikasjon,Vg2,MK,open,,36.2,0.257,0.112,0,
2020,Rogaland,Hetland videregående skole,realfag,Vg2,ST,num,31.3,35.54,0.752,0.94,2,36.7
2020,Rogaland,Hetland videregående skole,"språk, samfunn og økonomi",Vg2,ST,num,37.8,33.05,0.748,0.937,2,35.7
2020,Rogaland,Jåttå videregående skole,"bygg og anleggsteknikk, toppidrett",Vg1,BA,num,35.0,31.66,0.678,0.874,0,
2020,Rogaland,Jåttå videregående skole,bygg- og anleggsteknikk,Vg1,BA,num,32.9,29.97,0.783,0.958,2,29.8
2020,Rogaland,Jåttå videregående skole,eletro og datateknologi,Vg1,EL,num,37.0,38.09,0.832,0.979,1,37.1
2020,Rogaland,Jåttå videregående skole,helse- og oppvekstfag,Vg1,HS,num,38.7,35.25,0.867,0.988,2,37.2
2020,Rogaland,Jåttå videregående skole,idrettsfag,Vg1,ID,num,41.3,41.16,0.757,0.943,2,40.6
2020,Rogaland,Jåttå videregående skole,restaurant- og matfag,Vg1,RM,num,30.0,30.27,0.651,0.842,2,28.1
2020,Rogaland,Jåttå videregående skole,automatisering,Vg2,EL,num,42.2,42.48,0.814,0.973,2,47.0
2020,Rogaland,Jåttå videregående skole,barne- og ungdomsarbeider,Vg2,HS,num,34.4,34.21,0.729,0.923,2,31.0
2020,Rogaland,Jåttå videregående skole,byggteknikk,Vg2,BA,num,27.5,32.33,0.78,0.957,2,32.5
2020,Rogaland,Jåttå videregående skole,elenergi og ekom,Vg2,EL,num,41.1,42.62,0.821,0.975,1,43.3
2020,Rogaland,Jåttå videregående skole,fotterapi,Vg2,HS,num,27.8,23.9,0.778,0.955,2,20.0
2020,Rogaland,Jåttå videregående skole,helsearbeiderfag,Vg2,HS,num,41.1,34.98,0.746,0.936,1,35.6
2020,Rogaland,Jåttå videregående skole,hudpleier,Vg2,HS,num,40.0,40.18,0.778,0.955,2,41.1
2020,Rogaland,Jåttå videregående skole,idrettsfag,Vg2,ID,num,21.3,34.16,0.673,0.868,2,32.0
2020,Rogaland,Jåttå videregående skole,"klima, energi og miljøteknikk",Vg2,BA,open,,31.82,0.796,0.965,2,30.0
2020,Rogaland,Jåttå videregående skole,kokk og servitørfag,Vg2,RM,open,,28.92,0.244,0.098,0,
2020,Rogaland,Jåttå videregående skole,matproduksjon,Vg2,RM,open,,28.92,0.247,0.101,0,
2020,Rogaland,Jåttå videregående skole,automatiseringsfaget,Vg3,EL,num,40.0,38.23,0.822,0.975,2,36.3
2020,Rogaland,Jåttå videregående skole,fotterapi,Vg3,HS,open,,32.64,0.344,0.241,0,
2020,Rogaland,Jåttå videregående skole,hudpleier,Vg3,HS,open,,32.64,0.344,0.241,0,
2020,Rogaland,Jåttå videregående skole,idrettsfag,Vg3,ID,open,,38.82,0.639,0.825,0,
2020,Rogaland,Jåttå videregående skole,påbygg til generell studiekompetanse,Vg3,PB,num,47.5,40.86,0.954,0.999,2,42.2
2020,Rogaland,Jåttå videregående skole,"påbygg etter yrkeskompetanse, dagtid",Vg4,PB,num,42.2,37.99,0.948,0.999,2,40.0
2020,Rogaland,Karmsund videregående skole,elektro og datateknologi,Vg1,EL,num,38.6,36.08,0.77,0.951,1,38.1
2020,Rogaland,Karmsund videregående skole,helse- og oppvekstfag,Vg1,HS,num,27.8,28.04,0.755,0.942,2,21.3
2020,Rogaland,Karmsund videregående skole,restaurant- og matfag,Vg1,RM,open,,26.47,0.227,0.081,0,
2020,Rogaland,Karmsund videregående skole,teknologi- og industrifag,Vg1,TP,num,32.0,29.01,0.828,0.978,1,30.8
2020,Rogaland,Karmsund videregående skole,datateknologi og elektronikk,Vg2,EL,open,,31.77,0.73,0.923,1,26.7
2020,Rogaland,Karmsund videregående skole,elenergi og ekom,Vg2,EL,num,42.0,39.26,0.688,0.885,1,40.0
2020,Rogaland,Karmsund videregående skole,helsearbeiderfag,Vg2,HS,num,31.1,31.12,0.318,0.196,0,
2020,Rogaland,Karmsund videregående skole,helseservicefag,Vg2,HS,open,,23.79,0.504,0.579,1,20.0
2020,Rogaland,Karmsund videregående skole,kjemiprosess- og laboratoriefag,Vg2,TP,num,34.4,33.1,0.763,0.947,1,35.6
2020,Rogaland,Karmsund videregående skole,kokk og servitørfag,Vg2,RM,num,23.3,25.52,0.132,0.02,0,
2020,Rogaland,Karmsund videregående skole,maritime fag,Vg2,TP,num,22.0,33.64,0.772,0.952,2,40.0
2020,Rogaland,Karmsund videregående skole,matfag,Vg2,RM,open,,24.57,0.176,0.042,0,
2020,Rogaland,Karmsund videregående skole,apotekteknikk,Vg3,HS,num,28.8,27.83,0.278,0.139,0,
2020,Rogaland,Karmsund videregående skole,helsesekretær,Vg3,HS,num,27.5,29.94,0.482,0.532,1,31.0
2020,Rogaland,Karmsund videregående skole,maritime elektrikerfaget,Vg3,EL,open,,32.14,0.74,0.931,2,34.4
2020,Rogaland,Karmsund videregående skole,"påbygg etter yrkeskompetanse, dagtid",Vg4,PB,open,,32.29,0.881,0.991,2,28.0
2020,Rogaland,Kopervik videregående skole,idrettsfag,Vg1,ID,open,,32.44,0.453,0.468,1,30.6
