year,fylke,school,program,level,category,state,actual,forecast,p_fill,p_fill_raw,history_years,last_year_value
2022,Rogaland,Bryne vidaregåande skule,idrettsfag,Vg1,ID,open,,38.9,0.704,0.901,4,40.0
2022,Rogaland,Bryne vidaregåande skule,restaurant- og matfag,Vg1,RM,num,29.7,30.2,0.634,0.818,4,31.7
2022,Rogaland,Bryne vidaregåande skule,"salg, service og reiseliv",Vg1,SR,num,30.2,31.1,0.733,0.926,2,30.0
2022,Rogaland,Bryne vidaregåande skule,studiespesialisering,Vg1,ST,open,,38.62,0.41,0.373,2,35.3
2022,Rogaland,Bryne vidaregåande skule,teknologi- og industrifag,Vg1,TP,num,36.0,31.55,0.821,0.975,3,33.0
2022,Rogaland,Bryne vidaregåande skule,baker og konditor,Vg2,RM,open,,29.12,0.269,0.126,0,
2022,Rogaland,Bryne vidaregåande skule,barne- og ungdomsarbeider,Vg2,HS,open,,26.39,0.344,0.242,1,20.0
2022,Rogaland,Bryne vidaregåande skule,betong og mur,Vg2,BA,num,32.9,28.51,0.313,0.189,0,
2022,Rogaland,Bryne vidaregåande skule,helsearbeiderfag,Vg2,HS,num,35.0,33.07,0.759,0.944,4,32.5
2022,Rogaland,Bryne vidaregåande skule,idrettsfag,Vg2,ID,open,,26.09,0.344,0.241,1,22.2
2022,Rogaland,Bryne vidaregåande skule,industriteknologi,Vg2,TP,num,36.3,31.66,0.774,0.953,4,35.0
2022,Rogaland,Bryne vidaregåande skule,kokk og servitørfag,Vg2,RM,open,,23.35,0.361,0.274,1,21.4
2022,Rogaland,Bryne vidaregåande skule,matproduksjon,Vg2,RM,open,,26.62,0.161,0.033,0,
2022,Rogaland,Bryne vidaregåande skule,realfag,Vg2,ST,open,,36.38,0.533,0.642,3,35.6
2022,Rogaland,Bryne vidaregåande skule,rørlegger,Vg2,BA,num,31.4,27.67,0.68,0.876,1,25.7
2022,Rogaland,Bryne vidaregåande skule,salg og reiseliv,Vg2,SR,open,,27.32,0.359,0.27,0,
2022,Rogaland,Bryne vidaregåande skule,"service, sikkerhet og admin",Vg2,SR,open,,31.43,0.715,0.911,1,32.5
2022,Rogaland,Bryne vidaregåande skule,"språk, samfunn og økonomi",Vg2,ST,num,20.0,30.36,0.45,0.459,2,23.3
2022,Rogaland,Bryne vidaregåande skule,transport og logistikk,Vg2,TP,num,32.5,26.96,0.839,0.981,4,30.0
2022,Rogaland,Bryne vidaregåande skule,tømrer,Vg2,BA,num,28.6,31.33,0.692,0.889,1,33.8
2022,Rogaland,Bryne vidaregåande skule,påbygg til generell studiekompetanse,Vg3,PB,num,38.6,37.94,0.863,0.987,4,36.3
2022,Rogaland,Bryne vidaregåande skule,"påbygg etter yrkeskompetanse, dagtid(pbpby4yk)",Vg4,PB,num,37.1,36.35,0.82,0.975,2,36.7
2022,Rogaland,Dalane videregående skole,bygg- og anleggsteknikk,Vg1,BA,num,32.9,28.29,0.187,0.049,0,
2022,Rogaland,Dalane videregående skole,elektro og datateknologi,Vg1,EL,open,,29.73,0.676,0.872,3,31.4
2022,Rogaland,Dalane videregående skole,helse- og oppvekstfag,Vg1,HS,open,,28.97,0.505,0.583,3,26.9
2022,Rogaland,Dalane videregående skole,"salg, service og reiseliv",Vg1,SR,open,,29.05,0.445,0.45,1,29.7
2022,Rogaland,Dalane videregående skole,studiespesialisering,Vg1,ST,open,,36.83,0.159,0.032,0,
2022,Rogaland,Dalane videregående skole,teknologi- og industrifag,Vg1,TP,num,30.0,28.83,0.374,0.298,1,26.0
2022,Rogaland,Dalane videregående skole,automatisering,Vg2,EL,open,,33.34,0.23,0.083,0,
2022,Rogaland,Dalane videregående skole,barne- og ungdomsarbeider,Vg2,HS,open,,29.7,0.307,0.18,1,31.1
2022,Rogaland,Dalane videregående skole,elenergi og ekom,Vg2,EL,open,,36.79,0.665,0.859,3,34.3
2022,Rogaland,Dalane videregående skole,helsearbeiderfag,Vg2,HS,open,,33.55,0.327,0.212,1,34.4
2022,Rogaland,Dalane videregående skole,industriteknologi,Vg2,TP,open,,26.02,0.303,0.174,1,20.0
2022,Rogaland,Dalane videregående skole,kjøretøy,Vg2,TP,open,,23.7,0.716,0.912,4,20.0
2022,Rogaland,Dalane videregående skole,realfag,Vg2,ST,open,,33.61,0.174,0.041,0,
2022,Rogaland,Dalane videregående skole,salg og reiseliv,Vg2,SR,open,,25.67,0.263,0.12,0,
2022,Rogaland,Dalane videregående skole,"service, sikkerhet og admin",Vg2,SR,open,,28.87,0.57,0.712,1,28.9
2022,Rogaland,Dalane videregående skole,"service, sikkerhet og administrasjon",Vg2,SR,open,,26.41,0.601,0.768,1,28.9
2022,Rogaland,Dalane videregående skole,"språk, samfunn og økonomi",Vg2,ST,open,,31.36,0.276,0.136,1,28.2
2022,Rogaland,Dalane videregående skole,tømrer,Vg2,BA,num,24.3,31.34,0.551,0.678,1,35.7
2022,Rogaland,Dalane videregående skole,vg 4 påbygg gen studiekom e/yrkeskomp (pbpby4yk),Vg2/Vg3,PB,open,,35.11,0.547,0.669,0,
2022,Rogaland,Dalane videregående skole,påbygg til generell studiekompetanse,Vg3,PB,open,,35.03,0.734,0.927,4,45.0
2022,Rogaland,Gand videregående skole,bygg- og anleggsteknikk,Vg1,BA,open,,31.54,0.725,0.919,4,31.9
2022,Rogaland,Gand videregående skole,elektro og datateknologi,Vg1,EL,num,39.3,38.76,0.819,0.974,3,38.7
2022,Rogaland,Gand videregående skole,helse- og oppvekstfag,Vg1,HS,num,33.6,36.05,0.774,0.953,4,37.3
2022,Rogaland,Gand videregående skole,it og medieproduksjon,Vg1,IM,num,37.6,38.39,0.888,0.992,2,37.6
2022,Rogaland,Gand videregående skole,"salg, service og reiseliv",Vg1,SR,num,27.6,32.32,0.748,0.937,2,32.0
2022,Rogaland,Gand videregående skole,teknologi- og industrifag,Vg1,TP,num,35.0,33.72,0.836,0.98,3,32.3
2022,Rogaland,Gand videregående skole,automatisering,Vg2,EL,num,44.3,37.56,0.763,0.947,4,37.1
2022,Rogaland,Gand videregående skole,barne- og ungdomsarbeider,Vg2,HS,open,,28.24,0.512,0.597,2,20.0
2022,Rogaland,Gand videregående skole,betong og mur,Vg2,BA,num,34.3,31.2,0.328,0.213,0,
2022,Rogaland,Gand videregående skole,"bilskade, lakk og karosseri",Vg2,TP,num,23.8,25.08,0.841,0.982,4,26.7
2022,Rogaland,Gand videregående skole,datateknologi og elektronikk,Vg2,EL,num,31.4,39.02,0.548,0.672,2,38.9
2022,Rogaland,Gand videregående skole,elenergi og ekom,Vg2,EL,num,44.3,44.32,0.806,0.969,3,47.1
2022,Rogaland,Gand videregående skole,helsearbeiderfag,Vg2,HS,num,40.0,36.98,0.773,0.953,4,40.0
2022,Rogaland,Gand videregående skole,informasjonsteknologi,Vg2,IM,open,,35.7,0.874,0.99,1,36.3
2022,Rogaland,Gand videregående skole,kjøretøy,Vg2,TP,open,,28.27,0.858,0.986,4,28.8
2022,Rogaland,Gand videregående skole,salg og reiseliv,Vg2,SR,num,32.5,29.49,0.659,0.852,1,28.9
2022,Rogaland,Gand videregående skole,service og sikkerhet og admin,Vg2,SR,open,,36.09,0.509,0.591,2,37.8
2022,Rogaland,Gand videregående skole,service og sikkerhet og administrasjon,Vg2,SR,open,,32.4,0.376,0.303,0,
2022,Rogaland,Gand videregående skole,transport og logistikk,Vg2,TP,num,26.3,27.84,0.853,0.985,4,28.9
2022,Rogaland,Gand videregående skole,tømrer,Vg2,BA,num,24.3,34.3,0.71,0.906,1,37.1
2022,Rogaland,Gand videregående skole,automatiseringsfaget,Vg3,EL,open,,41.83,0.756,0.942,4,41.4
2022,Rogaland,Gand videregående skole,påbygg til generell studiekompetanse,Vg3,PB,num,31.4,37.41,0.876,0.99,4,36.3
2022,Rogaland,Gand videregående skole,"påbygg etter yrkeskompetanse, dagtid",Vg4,PB,num,38.8,36.19,0.813,0.972,4,35.0
2022,Rogaland,Gand videregående skole,"påbygg etter yrkeskompetanse, kveld",Vg4,PB,open,,34.04,0.558,0.691,3,34.4
2022,Rogaland,Godalen videregående skole,bygg- og anleggsteknikk,Vg1,BA,num,19.7,22.83,0.466,0.497,3,17.1
2022,Rogaland,Godalen videregående skole,elektro og datateknologi,Vg1,EL,num,27.2,30.63,0.516,0.605,2,30.0
2022,Rogaland,Godalen videregående skole,"frisør, blomst, int.eksp. design",Vg1,FD,num,35.4,22.95,0.604,0.773,2,22.9
2022,Rogaland,Godalen videregående skole,"håndverk, design, produktutvikling",Vg1,DT,num,27.6,30.74,0.642,0.83,2,31.3
2022,Rogaland,Godalen videregående skole,"salg, service og reiseliv",Vg1,SR,open,,25.66,0.26,0.116,0,
2022,Rogaland,Godalen videregående skole,teknologi- og industrifag,Vg1,TP,num,22.3,24.8,0.379,0.307,1,20.0
2022,Rogaland,Godalen videregående skole,automatisering,Vg2,EL,num,28.6,30.31,0.429,0.414,2,30.0
2022,Rogaland,Godalen videregående skole,betong og mur,Vg2,BA,num,24.3,24.05,0.185,0.047,0,
2022,Rogaland,Godalen videregående skole,blomsterdekoratør,Vg2,FD,open,,21.2,0.277,0.136,1,21.3
2022,Rogaland,Godalen videregående skole,elenergi og ekom,Vg2,EL,open,,31.65,0.674,0.869,3,25.6
2022,Rogaland,Godalen videregående skole,frisør,Vg2,FD,open,,21.62,0.269,0.127,1,20.0
2022,Rogaland,Godalen videregående skole,industriteknologi,Vg2,TP,open,,23.71,0.391,0.334,2,21.1
2022,Rogaland,Godalen videregående skole,"kulde , varmepumpe-, vent.teknologi",Vg2,EL,num,26.7,31.57,0.286,0.149,0,
2022,Rogaland,Godalen videregående skole,kulde og varmepumpeteknikk,Vg2,EL,num,26.7,28.67,0.288,0.151,1,23.0
2022,Rogaland,Godalen videregående skole,overflateteknikk,Vg2,BA,open,,25.4,0.166,0.036,0,
2022,Rogaland,Godalen videregående skole,salg og reiseliv,Vg2,SR,num,27.5,22.85,0.236,0.089,0,
2022,Rogaland,Godalen videregående skole,"service, sikkerhet og admin",Vg2,SR,open,,26.03,0.3,0.17,0,
2022,Rogaland,Godalen videregående skole,søm og tekstilhåndverk,Vg2,DT,open,,28.06,0.263,0.12,0,
2022,Rogaland,Godalen videregående skole,treteknikk,Vg2,BA,open,,28.21,0.325,0.209,1,30.0
2022,Rogaland,Godalen videregående skole,tømrer,Vg2,BA,open,,24.72,0.281,0.143,0,
2022,Rogaland,Godalen videregående skole,automatisering,Vg3,EL,open,,35.44,0.467,0.499,2,38.6
2022,Rogaland,Godalen videregående skole,automatiseringsfaget,Vg3,EL,open,,31.15,0.3,0.169,0,
2022,Rogaland,Godalen videregående skole,"påbygg etter yrkeskompetanse, dagtid",Vg4,PB,open,,30.73,0.529,0.632,3,38.8
2022,Rogaland,Haugaland videregående skole,"bygg og anleggsteknikk, toppidrett",Vg1,BA,open,,28.29,0.205,0.062,0,
2022,Rogaland,Haugaland videregående skole,bygg- og anleggsteknikk,Vg1,BA,num,28.6,26.92,0.378,0.306,2,23.6
2022,Rogaland,Haugaland videregående skole,"frisør, blomst, int, eksp.design",Vg1,FD,open,,25.21,0.216,0.071,0,
2022,Rogaland,Haugaland videregående skole,"helse og oppvekstfag, toppidrett",Vg1,HS,num,34.3,30.6,0.256,0.112,0,
2022,Rogaland,Haugaland videregående skole,helse- og oppvekstfag,Vg1,HS,num,33.5,25.24,0.485,0.537,3,15.3
2022,Rogaland,Haugaland videregående skole,it og medieproduksjon,Vg1,IM,num,39.3,36.97,0.74,0.931,2,36.7
2022,Rogaland,Haugaland videregående skole,"kunst, design og arkitektur",Vg1,KD,num,39.0,35.8,0.315,0.193,1,37.8
2022,Rogaland,Haugaland videregående skole,"salg, service og reiseliv",Vg1,SR,num,31.1,28.49,0.613,0.787,2,28.6
2022,Rogaland,Haugaland videregående skole,teknologi- og industrifag,Vg1,TP,num,28.5,26.08,0.52,0.614,2,26.2
2022,Rogaland,Haugaland videregående skole,barne- og ungdomsarbeider,Vg2,HS,open,,28.77,0.379,0.308,2,30.0
2022,Rogaland,Haugaland videregående skole,betong og mur,Vg2,BA,open,,26.4,0.176,0.041,0,
2022,Rogaland,Haugaland videregående skole,frisør,Vg2,FD,open,,24.02,0.155,0.03,0,
2022,Rogaland,Haugaland videregående skole,helsearbeiderfag,Vg2,HS,open,,28.78,0.506,0.584,3,28.8
2022,Rogaland,Haugaland videregående skole,industriteknologi,Vg2,TP,open,,27.35,0.223,0.077,0,
2022,Rogaland,Haugaland videregående skole,informasjonsteknologi,Vg2,IM,open,,29.64,0.708,0.904,1,28.8
2022,Rogaland,Haugaland videregående skole,interiør og eksponeringsdesign,Vg2,FD,open,,23.03,0.163,0.034,0,
2022,Rogaland,Haugaland videregående skole,kjøretøy,Vg2,TP,num,20.0,26.77,0.717,0.913,4,27.5
2022,Rogaland,Haugaland videregående skole,"kunst, design og arkitektur",Vg2,KD,open,,29.1,0.14,0.023,0,
2022,Rogaland,Haugaland videregående skole,salg og reiseliv,Vg2,SR,num,30.0,25.2,0.226,0.08,0,
2022,Rogaland,Haugaland videregående skole,"salg, service og sikkerhet",Vg2,SR,open,,27.07,0.397,0.346,2,26.7
2022,Rogaland,Haugaland videregående skole,"service, sikkerhet og admin",Vg2,SR,open,,28.37,0.291,0.157,0,
2022,Rogaland,Haugaland videregående skole,transport og logistikk,Vg2,TP,num,26.7,24.25,0.712,0.908,4,23.8
2022,Rogaland,Haugaland videregående skole,tømrer,Vg2,BA,open,,27.07,0.272,0.131,0,
2022,Rogaland,Haugaland videregående skole,interiør,Vg3,FD,open,,26.25,0.141,0.024,0,
2022,Rogaland,Haugaland videregående skole,påbygg til generell studiekompetanse,Vg3,PB,num,30.0,34.81,0.558,0.691,3,40.0
2022,Rogaland,Haugaland videregående skole,"påbygg etter yrkeskompetanse, dagtid",Vg4,PB,num,37.5,36.57,0.502,0.576,3,32.2
2022,Rogaland,Hetland videregående skole,medier og kommunikasjon,Vg1,MK,num,39.3,37.28,0.394,0.34,2,36.0
2022,Rogaland,Hetland videregående skole,studiespesialisering,Vg1,ST,num,43.5,41.14,0.689,0.886,4,40.4
2022,Rogaland,Hetland videregående skole,medier og kommunikasjon,Vg2,MK,open,,37.49,0.16,0.032,0,
2022,Rogaland,Hetland videregående skole,realfag,Vg2,ST,num,36.7,34.77,0.711,0.908,4,31.3
2022,Rogaland,Hetland videregående skole,"språk, samfunn og økonomi",Vg2,ST,num,38.0,35.96,0.733,0.926,4,37.8
2022,Rogaland,Jåttå videregående skole,"bygg og anleggsteknikk, toppidrett",Vg1,BA,num,39.6,35.14,0.709,0.905,2,35.0
2022,Rogaland,Jåttå videregående skole,bygg- og anleggsteknikk,Vg1,BA,num,37.9,32.78,0.737,0.929,4,33.3
2022,Rogaland,Jåttå videregående skole,eletro og datateknologi,Vg1,EL,num,40.7,38.62,0.789,0.961,3,38.0
2022,Rogaland,Jåttå videregående skole,helse og oppvekstfag m/toppidrett,Vg1,HS,num,22.2,36.76,0.689,0.886,0,
2022,Rogaland,Jåttå videregående skole,helse- og oppvekstfag,Vg1,HS,num,37.4,38.7,0.787,0.96,4,40.0
2022,Rogaland,Jåttå videregående skole,idrettsfag,Vg1,ID,num,42.1,42.4,0.729,0.922,4,42.0
2022,Rogaland,Jåttå videregående skole,restaurant- og matfag,Vg1,RM,open,,31.3,0.654,0.845,4,29.3
2022,Rogaland,Jåttå videregående skole,automatisering,Vg2,EL,num,44.3,43.02,0.776,0.954,4,44.3
2022,Rogaland,Jåttå videregående skole,baker og konditor,Vg2,RM,open,,33.04,0.577,0.726,1,32.9
2022,Rogaland,Jåttå videregående skole,barne- og ungdomsarbeider,Vg2,HS,num,32.5,33.41,0.739,0.931,4,26.7
2022,Rogaland,Jåttå videregående skole,elenergi og ekom,Vg2,EL,num,41.4,43.02,0.82,0.975,3,44.3
2022,Rogaland,Jåttå videregående skole,fotterapi,Vg2,HS,open,,27.51,0.747,0.936,3,27.8
2022,Rogaland,Jåttå videregående skole,fotterapi og ortopediteknikk,Vg2,HS,open,,36.76,0.689,0.886,0,
2022,Rogaland,Jåttå videregående skole,helsearbeiderfag,Vg2,HS,num,40.0,38.59,0.784,0.959,3,37.5
2022,Rogaland,Jåttå videregående skole,hudpleie,Vg2,HS,num,42.5,40.5,0.744,0.934,1,42.5
2022,Rogaland,Jåttå videregående skole,hudpleier,Vg2,HS,num,42.5,41.97,0.771,0.952,4,42.5
2022,Rogaland,Jåttå videregående skole,idrettsfag,Vg2,ID,open,,31.11,0.664,0.858,4,32.2
2022,Rogaland,Jåttå videregående skole,"klima, energi og miljøteknikk",Vg2,BA,open,,33.3,0.413,0.379,2,30.0
2022,Rogaland,Jåttå videregående skole,kokk og servitørfag,Vg2,RM,open,,29.09,0.219,0.073,0,
2022,Rogaland,Jåttå videregående skole,matproduksjon,Vg2,RM,open,,30.66,0.18,0.044,0,
2022,Rogaland,Jåttå videregående skole,rørlegger,Vg2,BA,num,25.7,30.48,0.713,0.91,1,27.1
2022,Rogaland,Jåttå videregående skole,tømrer,Vg2,BA,num,28.6,33.73,0.726,0.92,1,34.3
2022,Rogaland,Jåttå videregående skole,"tømrer, toppidrett",Vg2,BA,open,,33.91,0.357,0.266,0,
2022,Rogaland,Jåttå videregående skole,automatiseringsfaget,Vg3,EL,num,36.7,37.97,0.769,0.95,4,32.9
2022,Rogaland,Jåttå videregående skole,fotterapi,Vg3,HS,open,,36.76,0.239,0.092,0,
2022,Rogaland,Jåttå videregående skole,hudpleier,Vg3,HS,open,,35.38,0.239,0.093,0,
2022,Rogaland,Jåttå videregående skole,påbygg til generell studiekompetanse,Vg3,PB,num,38.8,45.19,0.887,0.992,4,47.5
2022,Rogaland,Jåttå videregående skole,"påbygg etter yrkeskompetanse, dagtid",Vg4,PB,num,33.8,41.81,0.826,0.977,4,44.4
2022,Rogaland,Jåttå videregående skole,"påbygg gen studiekompetanse, kveld",Vg4,PB,open,,40.79,0.832,0.979,0,
2022,Rogaland,Karmsund videregående skole,elektro og datateknologi,Vg1,EL,num,34.5,37.54,0.713,0.91,3,36.0
2022,Rogaland,Karmsund videregående skole,helse- og oppvekstfag,Vg1,HS,num,34.3,30.2,0.503,0.577,3,27.8
2022,Rogaland,Karmsund videregående skole,restaurant- og matfag,Vg1,RM,num,25.4,28.35,0.153,0.029,0,
2022,Rogaland,Karmsund videregående skole,teknologi- og industrifag,Vg1,TP,num,35.7,31.98,0.729,0.923,3,31.3
2022,Rogaland,Karmsund videregående skole,baker og konditor,Vg2,RM,open,,29.27,0.173,0.04,0,
2022,Rogaland,Karmsund videregående skole,datateknologi og elektronikk,Vg2,EL,open,,31.19,0.349,0.251,1,26.7
2022,Rogaland,Karmsund videregående skole,elenergi og ekom,Vg2,EL,num,40.0,41.39,0.701,0.898,3,44.3
2022,Rogaland,Karmsund videregående skole,helsearbeiderfag,Vg2,HS,open,,33.19,0.344,0.241,1,31.1
2022,Rogaland,Karmsund videregående skole,helseservicefag,Vg2,HS,open,,26.88,0.317,0.195,1,20.0
2022,Rogaland,Karmsund videregående skole,kjemiprosess- og laboratoriefag,Vg2,TP,num,38.6,35.04,0.756,0.942,3,32.5
2022,Rogaland,Karmsund videregående skole,kokk og servitørfag,Vg2,RM,num,25.7,24.92,0.294,0.16,1,23.3
2022,Rogaland,Karmsund videregående skole,maritime fag,Vg2,TP,num,30.0,31.69,0.752,0.939,4,34.4
2022,Rogaland,Karmsund videregående skole,matproduksjon,Vg2,RM,open,,26.77,0.109,0.013,0,
2022,Rogaland,Karmsund videregående skole,apotekteknikk,Vg3,HS,open,,29.67,0.319,0.199,1,28.8
2022,Rogaland,Karmsund videregående skole,helsesekretær,Vg3,HS,open,,30.46,0.415,0.384,2,27.5
2022,Rogaland,Karmsund videregående skole,maritime elektrikerfaget,Vg3,EL,num,46.7,35.3,0.524,0.622,3,38.9
2022,Rogaland,Karmsund videregående skole,påbygg gen. studiekompetanse,Vg3,PB,num,38.6,36.9,0.636,0.821,0,
2022,Rogaland,Karmsund videregående skole,tannhelsesekretær,Vg3,HS,open,,28.4,0.367,0.284,0,
2022,Rogaland,Karmsund videregående skole,"påbygg etter yrkeskompetanse, dagtid",Vg4,PB,open,,34.45,0.413,0.38,2,28.0
2022,Rogaland,Kopervik videregående skole,idrettsfag,Vg1,ID,open,,33.39,0.27,0.128,1,30.6
2022,Rogaland,Kopervik videregående skole,medier og kommunikasjon,Vg1,MK,open,,30.57,0.154,0.03,0,
2022,Rogaland,Kopervik videregående skole,studiespesialisering,Vg1,ST,open,,33.91,0.158,0.031,0,
2022,Rogaland,Kopervik videregående skole,idrettsfag,Vg2,ID,open,,24.9,0.134,0.021,0,
2022,Rogaland,Kopervik videregående skole,medier og kommunikasjon,Vg2,MK,open,,31.42,0.068,0.004,0,
2022,Rogaland,Kopervik videregående skole,realfag,Vg2,ST,open,,29.45,0.264,0.121,1,24.5
2022,Rogaland,Kopervik videregående skole,"språk, samfunn og økonomi",Vg2,ST,open,,29.89,0.462,0.488,3,30.0
2022,Rogaland,Kopervik videregående skole,påbygg til generell studiekompetanse,Vg3,PB,num,33.8,30.17,0.732,0.925,4,31.4
2022,Rogaland,Kopervik videregående skole,"påbygg etter yrkeskompetanse, dagtid",Vg4,PB,open,,30.26,0.396,0.344,2,31.0
2022,Rogaland,Randaberg videregående skole,elektro og datateknologi,Vg1,EL,num,37.6,35.19,0.74,0.931,3,36.0
2022,Rogaland,Randaberg videregående skole,helse- og oppvekstfag,Vg1,HS,open,,30.51,0.409,0.37,2,28.9
2022,Rogaland,Randaberg videregående skole,studiespesialisering,Vg1,ST,open,,32.15,0.298,0.167,1,23.3
2022,Rogaland,Randaberg videregående skole,teknologi- og industrifag,Vg1,TP,num,28.6,29.09,0.531,0.637,2,27.9
2022,Rogaland,Randaberg videregående skole,barne- og ungdomsarbeider,Vg2,HS,open,,27.06,0.515,0.603,3,23.8
2022,Rogaland,Randaberg videregående skole,elenergi og ekom,Vg2,EL,open,,32.75,0.411,0.375,1,27.8
2022,Rogaland,Randaberg videregående skole,helsearbeiderfag,Vg2,HS,open,,32.78,0.701,0.898,4,35.0
2022,Rogaland,Randaberg videregående skole,industriteknologi,Vg2,TP,num,26.3,30.56,0.715,0.911,4,28.3
2022,Rogaland,Randaberg videregående skole,kjøretøy,Vg2,TP,open,,24.81,0.782,0.957,4,18.8
2022,Rogaland,Randaberg videregående skole,realfag,Vg2,ST,open,,32.67,0.38,0.31,2,30.0
2022,Rogaland,Randaberg videregående skole,"språk, samfunn og økonomi",Vg2,ST,open,,31.35,0.493,0.556,3,28.9
2022,Rogaland,Randaberg videregående skole,påbygg til generell studiekompetanse,Vg3,PB,num,31.3,35.26,0.802,0.967,4,36.3
2022,Rogaland,Randaberg videregående skole,"påbygg etter yrkeskompetanse, dagtid",Vg4,PB,num,37.8,35.46,0.736,0.929,4,45.6
2022,Rogaland,Sandnes videregående skole,idrettsfag,Vg1,ID,num,42.7,45.43,0.743,0.933,4,46.0
2022,Rogaland,Sandnes videregående skole,studiespesialisering,Vg1,ST,num,41.1,39.3,0.708,0.904,4,40.0
2022,Rogaland,Sandnes videregående skole,idrettsfag,Vg2,ID,num,25.6,32.33,0.668,0.862,3,35.6
2022,Rogaland,Sandnes videregående skole,realfag,Vg2,ST,open,,36.89,0.578,0.727,3,31.1
2022,Rogaland,Sandnes videregående skole,"språk, samfunn og økonomi",Vg2,ST,num,36.0,35.5,0.592,0.752,3,35.0
2022,Rogaland,Sauda vidaregåande skule,bygg- og anleggsteknikk,Vg1,BA,open,,30.01,0.147,0.026,0,
2022,Rogaland,Sauda vidaregåande skule,elektro og datateknologi,Vg1,EL,open,,34.19,0.334,0.224,1,30.0
2022,Rogaland,Sauda vidaregåande skule,helse og oppvekst,Vg1,HS,open,,27.98,0.352,0.256,2,26.7
2022,Rogaland,Sauda vidaregåande skule,idrettsfag,Vg1,ID,open,,38.15,0.141,0.024,0,
2022,Rogaland,Sauda vidaregåande skule,studiespesialisering,Vg1,ST,open,,38.55,0.117,0.015,0,
2022,Rogaland,Sauda vidaregåande skule,"teknologi og industrifag, ysk 4 år",Vg1,TP,open,,30.55,0.356,0.263,1,29.3
2022,Rogaland,Sauda vidaregåande skule,ambulansefag,Vg2,HS,num,53.8,50.65,0.626,0.807,4,53.8
2022,Rogaland,Sauda vidaregåande skule,elenergi og ekom,Vg2,EL,open,,37.34,0.212,0.068,0,
2022,Rogaland,Sauda vidaregåande skule,helsearbeiderfag,Vg2,HS,open,,33.73,0.177,0.042,0,
2022,Rogaland,Sauda vidaregåande skule,idrettsfag,Vg2,ID,open,,29.53,0.094,0.009,0,
2022,Rogaland,Sauda vidaregåande skule,industriteknologi,Vg2,TP,open,,29.9,0.482,0.532,3,32.5
2022,Rogaland,Sauda vidaregåande skule,kjemiprosess ysk,Vg2,TP,open,,36.88,0.377,0.305,2,47.5
2022,Rogaland,Sauda vidaregåande skule,kjemiprosess og laboratoriefag,Vg2,TP,num,36.3,24.61,0.616,0.791,1,20.8
2022,Rogaland,Sauda vidaregåande skule,realfag,Vg2,ST,open,,35.33,0.133,0.021,0,
2022,Rogaland,Sauda vidaregåande skule,"språk, samfunn og økonomi",Vg2,ST,open,,32.82,0.279,0.139,1,30.8
2022,Rogaland,Sauda vidaregåande skule,transport og logistikk,Vg2,TP,num,25.0,25.86,0.35,0.252,1,23.3
2022,Rogaland,Sauda vidaregåande skule,tømrer,Vg2,BA,open,,29.26,0.198,0.057,0,
2022,Rogaland,Sauda vidaregåande skule,"påbygg er yrkeskompetanse, pbpby4p2",Vg4,PB,num,31.7,36.82,0.399,0.35,0,
2022,Rogaland,Sauda vidaregåande skule,"påbygg etter yrkeskompetanse, nett",Vg4,PB,num,42.9,38.33,0.486,0.541,3,35.6
2022,Rogaland,Skeisvang videregående skole,dans,Vg1,MD,open,,39.33,0.501,0.573,3,33.6
2022,Rogaland,Skeisvang videregående skole,drama,Vg1,MD,open,,40.45,0.189,0.05,0,
2022,Rogaland,Skeisvang videregående skole,musikk,Vg1,MD,open,,41.64,0.67,0.865,4,40.7
2022,Rogaland,Skeisvang videregående skole,studiespesialisering,Vg1,ST,open,,39.48,0.66,0.852,4,44.4
2022,Rogaland,Skeisvang videregående skole,dans,Vg2,MD,open,,40.68,0.15,0.028,0,
2022,Rogaland,Skeisvang videregående skole,drama,Vg2,MD,open,,40.68,0.15,0.028,0,
2022,Rogaland,Skeisvang videregående skole,musikk,Vg2,MD,open,,40.68,0.15,0.028,0,
2022,Rogaland,Skeisvang videregående skole,realfag,Vg2,ST,open,,37.56,0.546,0.666,3,40.0
2022,Rogaland,Skeisvang videregående skole,"språk, samfunn og økonomi",Vg2,ST,open,,32.15,0.7,0.897,4,32.0
2022,Rogaland,Sola videregående skole,elektro og datateknologi,Vg1,EL,num,36.2,32.16,0.761,0.945,3,34.7
2022,Rogaland,Sola videregående skole,idrettsfag,Vg1,ID,open,,33.8,0.497,0.565,3,28.8
2022,Rogaland,Sola videregående skole,studiespesialisering,Vg1,ST,open,,35.41,0.442,0.443,2,33.3
2022,Rogaland,Sola videregående skole,teknologi- og industrifag,Vg1,TP,num,27.6,26.49,0.778,0.955,3,24.6
2022,Rogaland,Sola videregående skole,datateknologi og elektronikk,Vg2,EL,num,22.9,31.97,0.664,0.858,2,30.0
2022,Rogaland,Sola videregående skole,"flyfag, landslinje",Vg2,EL,num,47.1,42.05,0.736,0.928,4,47.1
2022,Rogaland,Sola videregående skole,idrettsfag,Vg2,ID,open,,27.1,0.189,0.05,0,
2022,Rogaland,Sola videregående skole,industriteknologi,Vg2,TP,open,,25.75,0.734,0.927,4,20.0
2022,Rogaland,Sola videregående skole,realfag,Vg2,ST,num,21.3,33.82,0.533,0.64,3,37.8
