school,fylke,program,occurrence,level,category,year,round,expected,spread,p_fill,history_years
Bergeland videregående skole,Rogaland,Tannhelsesekretær,0,Vg3,HS,2026,2,28.2,5.6,0.44,3
Bryne vidaregåande skule,Rogaland,Bygg- og anleggsteknikk,0,Vg1,BA,2026,2,30.6,4.4,0.766,8
Bryne vidaregåande skule,Rogaland,Helse- og oppvekstfag,0,Vg1,HS,2026,2,31.9,4.4,0.753,8
Bryne vidaregåande skule,Rogaland,Idrettsfag,0,Vg1,ID,2026,2,39.3,4.4,0.62,6
Bryne vidaregåande skule,Rogaland,Restaurant- og matfag,0,Vg1,RM,2026,2,28.0,4.4,0.698,8
Bryne vidaregåande skule,Rogaland,"Salg, service og reiseliv",0,Vg1,SR,2026,2,31.5,4.4,0.773,6
Bryne vidaregåande skule,Rogaland,Studiespesialisering,0,Vg1,ST,2026,2,38.3,4.4,0.585,5
Bryne vidaregåande skule,Rogaland,Teknologi- og industrifag,0,Vg1,TP,2026,2,33.2,4.4,0.816,7
Bryne vidaregåande skule,Rogaland,Baker og Konditor,0,Vg2,RM,2026,2,27.9,6.5,0.429,1
Bryne vidaregåande skule,Rogaland,Barne- og ungdomsarbeider,0,Vg2,HS,2026,2,32.1,5.6,0.452,2
Bryne vidaregåande skule,Rogaland,Betong og Mur,0,Vg2,BA,2026,2,29.6,5.6,0.475,2
Bryne vidaregåande skule,Rogaland,Helsearbeiderfag,0,Vg2,HS,2026,2,32.8,4.4,0.75,8
Bryne vidaregåande skule,Rogaland,Idrettsfag,1,Vg2,ID,2026,2,29.9,5.6,0.412,2
Bryne vidaregåande skule,Rogaland,Industriteknologi,0,Vg2,TP,2026,2,33.6,4.4,0.781,8
Bryne vidaregåande skule,Rogaland,Kokk og servitørfag,0,Vg2,RM,2026,2,25.7,6.5,0.338,1
Bryne vidaregåande skule,Rogaland,Matproduksjon,0,Vg2,RM,2026,2,30.1,7.0,0.231,0
Bryne vidaregåande skule,Rogaland,Realfag,0,Vg2,ST,2026,2,34.8,4.4,0.477,4
Bryne vidaregåande skule,Rogaland,Rørlegger,0,Vg2,BA,2026,2,32.8,4.4,0.77,5
Bryne vidaregåande skule,Rogaland,Salg og Reiseliv,0,Vg2,SR,2026,2,29.6,5.6,0.524,2
Bryne vidaregåande skule,Rogaland,"Service, sikkerhet og admin",0,Vg2,SR,2026,2,29.8,5.6,0.487,2
Bryne vidaregåande skule,Rogaland,"Språk, samfunn og økonomi",0,Vg2,ST,2026,2,31.6,4.4,0.646,6
Bryne vidaregåande skule,Rogaland,Transport og logistikk,0,Vg2,TP,2026,2,28.5,4.4,0.592,6
Bryne vidaregåande skule,Rogaland,Tømrer,0,Vg2,BA,2026,2,32.3,4.4,0.653,4
Bryne vidaregåande skule,Rogaland,Påbygg til generell studiekompetanse,0,Vg3,PB,2026,2,37.8,4.4,0.811,8
Bryne vidaregåande skule,Rogaland,"Påbygg etter yrkeskompetanse, dagtid(PBPBY4YK)",0,Vg4,PB,2026,2,40.4,4.4,0.785,6
Dalane videregående skole,Rogaland,Bygg- og anleggsteknikk,0,Vg1,BA,2026,2,27.9,4.4,0.552,4
Dalane videregående skole,Rogaland,Elektro og datateknologi,0,Vg1,EL,2026,2,32.1,4.4,0.677,6
Dalane videregående skole,Rogaland,Helse- og oppvekstfag,0,Vg1,HS,2026,2,31.3,4.4,0.589,6
Dalane videregående skole,Rogaland,"Salg, service og reiseliv",0,Vg1,SR,2026,2,29.9,5.6,0.53,3
Dalane videregående skole,Rogaland,Studiespesialisering,0,Vg1,ST,2026,2,36.7,7.0,0.247,0
Dalane videregående skole,Rogaland,Teknologi- og industrifag,0,Vg1,TP,2026,2,30.2,4.4,0.632,5
Dalane videregående skole,Rogaland,Anleggsteknikk,0,Vg2,BA,2026,2,32.7,6.5,0.693,1
Dalane videregående skole,Rogaland,Automatisering,0,Vg2,EL,2026,2,35.4,6.5,0.408,1
Dalane videregående skole,Rogaland,Barne- og ungdomsarbeider,0,Vg2,HS,2026,2,30.7,6.5,0.319,1
Dalane videregående skole,Rogaland,Elenergi og ekom,0,Vg2,EL,2026,2,35.2,4.4,0.601,5
Dalane videregående skole,Rogaland,Helsearbeiderfag,0,Vg2,HS,2026,2,30.8,6.5,0.317,1
Dalane videregående skole,Rogaland,Industriteknologi,0,Vg2,TP,2026,2,26.8,5.6,0.483,3
Dalane videregående skole,Rogaland,Kjøretøy,0,Vg2,TP,2026,2,24.8,4.4,0.481,5
Dalane videregående skole,Rogaland,Realfag,0,Vg2,ST,2026,2,33.1,6.5,0.329,1
Dalane videregående skole,Rogaland,Salg og reiseliv,0,Vg2,SR,2026,2,29.0,6.5,0.379,1
Dalane videregående skole,Rogaland,"Service, sikkerhet og administrasjon",0,Vg2,SR,2026,2,26.9,6.5,0.308,1
Dalane videregående skole,Rogaland,"Språk, samfunn og økonomi",0,Vg2,ST,2026,2,30.6,6.5,0.285,1
Dalane videregående skole,Rogaland,Tømrer,0,Vg2,BA,2026,2,29.6,4.4,0.564,4
Dalane videregående skole,Rogaland,Vg 4 Påbygg gen studiekom e/yrkeskomp (PBPBY4YK),0,Vg2/Vg3,PB,2026,2,36.5,7.0,0.276,0
Dalane videregående skole,Rogaland,Påbygg til generell studiekompetanse,0,Vg3,PB,2026,2,35.0,4.4,0.599,6
Gand videregående skole,Rogaland,Bygg- og anleggsteknikk,0,Vg1,BA,2026,2,31.3,4.4,0.702,7
Gand videregående skole,Rogaland,Elektro og datateknologi,0,Vg1,EL,2026,2,37.5,4.4,0.849,7
Gand videregående skole,Rogaland,Helse- og oppvekstfag,0,Vg1,HS,2026,2,33.3,4.4,0.766,8
Gand videregående skole,Rogaland,IT og medieproduksjon,0,Vg1,IM,2026,2,35.8,4.4,0.842,6
Gand videregående skole,Rogaland,"Salg, service og reiseliv",0,Vg1,SR,2026,2,32.3,4.4,0.786,6
Gand videregående skole,Rogaland,Teknologi- og industrifag,0,Vg1,TP,2026,2,35.1,4.4,0.831,7
Gand videregående skole,Rogaland,Automatisering,0,Vg2,EL,2026,2,42.7,4.4,0.823,8
Gand videregående skole,Rogaland,Barne- og ungdomsarbeider,0,Vg2,HS,2026,2,32.3,5.6,0.425,2
Gand videregående skole,Rogaland,Betong og Mur,0,Vg2,BA,2026,2,31.1,4.4,0.664,4
Gand videregående skole,Rogaland,"Bilskade, lakk og karosseri",0,Vg2,TP,2026,2,26.4,4.4,0.67,7
Gand videregående skole,Rogaland,Datateknologi og elektronikk,0,Vg2,EL,2026,2,33.9,4.4,0.716,6
Gand videregående skole,Rogaland,Elenergi og ekom,0,Vg2,EL,2026,2,41.3,4.4,0.837,7
Gand videregående skole,Rogaland,Helsearbeiderfag,0,Vg2,HS,2026,2,34.8,4.4,0.763,8
Gand videregående skole,Rogaland,Industriteknologi,0,Vg2,TP,2026,2,36.7,5.6,0.764,2
Gand videregående skole,Rogaland,Informasjonsteknologi,0,Vg2,IM,2026,2,34.5,6.5,0.416,1
Gand videregående skole,Rogaland,Kjøretøy,0,Vg2,TP,2026,2,29.3,4.4,0.695,7
Gand videregående skole,Rogaland,Salg og Reiseliv,0,Vg2,SR,2026,2,34.4,4.4,0.745,5
Gand videregående skole,Rogaland,Service og sikkerhet og administrasjon,0,Vg2,SR,2026,2,33.1,7.0,0.311,0
Gand videregående skole,Rogaland,Transport og logistikk,0,Vg2,TP,2026,2,27.6,4.4,0.664,7
Gand videregående skole,Rogaland,Tømrer,0,Vg2,BA,2026,2,29.5,4.4,0.756,5
Gand videregående skole,Rogaland,Automatiseringsfaget,0,Vg3,EL,2026,2,40.2,4.4,0.457,4
Gand videregående skole,Rogaland,Påbygg til generell studiekompetanse,0,Vg3,PB,2026,2,37.2,4.4,0.825,8
Gand videregående skole,Rogaland,"Påbygg etter yrkeskompetanse, dagtid",0,Vg4,PB,2026,2,36.7,4.4,0.762,8
Godalen videregående skole,Rogaland,Bygg- og anleggsteknikk,0,Vg1,BA,2026,2,25.1,4.4,0.657,7
Godalen videregående skole,Rogaland,"Elektro og data, automatisering og robotikk, SK 3 år",0,Vg1,EL,2026,2,34.6,5.6,0.723,3
Godalen videregående skole,Rogaland,Elektro og datateknologi,0,Vg1,EL,2026,2,31.7,4.4,0.714,6
Godalen videregående skole,Rogaland,"Frisør, blomst, int.eksp. design",0,Vg1,FD,2026,2,25.3,4.4,0.616,5
Godalen videregående skole,Rogaland,"Håndverk, design, produktutvikling",0,Vg1,DT,2026,2,31.6,5.6,0.433,3
Godalen videregående skole,Rogaland,"Salg, service og reiseliv",0,Vg1,SR,2026,2,29.9,5.6,0.561,3
Godalen videregående skole,Rogaland,Teknologi- og industrifag,0,Vg1,TP,2026,2,30.0,4.4,0.647,5
Godalen videregående skole,Rogaland,Automatisering,0,Vg2,EL,2026,2,37.7,4.4,0.664,6
Godalen videregående skole,Rogaland,"Automatisering, SK 3 år",0,Vg2,EL,2026,2,34.9,7.0,0.334,0
Godalen videregående skole,Rogaland,Betong og Mur,0,Vg2,BA,2026,2,26.1,6.5,0.358,1
Godalen videregående skole,Rogaland,Blomsterdekoratør,0,Vg2,FD,2026,2,28.1,5.6,0.384,2
Godalen videregående skole,Rogaland,Brønnteknikk,0,Vg2,TP,2026,2,41.7,5.6,0.741,3
Godalen videregående skole,Rogaland,Elenergi og ekom,0,Vg2,EL,2026,2,33.8,4.4,0.685,6
Godalen videregående skole,Rogaland,Frisør,0,Vg2,FD,2026,2,26.6,6.5,0.301,1
Godalen videregående skole,Rogaland,Industriteknologi,0,Vg2,TP,2026,2,30.8,4.4,0.521,4
Godalen videregående skole,Rogaland,Kjemiprosess- og laboratoriefag,0,Vg2,TP,2026,2,40.9,5.6,0.755,3
Godalen videregående skole,Rogaland,"Kulde , varmepumpe-, vent.teknologi",0,Vg2,EL,2026,2,31.9,4.4,0.671,4
Godalen videregående skole,Rogaland,Overflateteknikk,0,Vg2,BA,2026,2,28.2,7.0,0.255,0
Godalen videregående skole,Rogaland,Salg og Reiseliv,0,Vg2,SR,2026,2,30.0,5.6,0.473,2
Godalen videregående skole,Rogaland,"Service, sikkerhet og admin",0,Vg2,SR,2026,2,29.0,6.5,0.378,1
Godalen videregående skole,Rogaland,Søm og tekstilhåndverk,0,Vg2,DT,2026,2,32.7,7.0,0.232,0
Godalen videregående skole,Rogaland,Treteknikk,0,Vg2,BA,2026,2,29.6,6.5,0.327,1
Godalen videregående skole,Rogaland,Tømrer,0,Vg2,BA,2026,2,26.6,6.5,0.424,1
Godalen videregående skole,Rogaland,Automatiseringsfaget,0,Vg3,EL,2026,2,34.3,7.0,0.276,0
Godalen videregående skole,Rogaland,"Påbygg etter yrkeskompetanse, dagtid",0,Vg4,PB,2026,2,33.4,5.6,0.399,3
Haugaland videregående skole,Rogaland,Bygg- og anleggsteknikk,0,Vg1,BA,2026,2,26.2,4.4,0.491,4
Haugaland videregående skole,Rogaland,"Frisør, blomst, int, eksp.design",0,Vg1,FD,2026,2,31.7,5.6,0.555,3
Haugaland videregående skole,Rogaland,"Helse og oppvekstfag, toppidrett",0,Vg1,HS,2026,2,35.2,5.6,0.574,3
Haugaland videregående skole,Rogaland,Helse- og oppvekstfag,0,Vg1,HS,2026,2,26.8,4.4,0.653,7
Haugaland videregående skole,Rogaland,IT og medieproduksjon,0,Vg1,IM,2026,2,34.8,4.4,0.769,6
Haugaland videregående skole,Rogaland,"Kunst, design og arkitektur",0,Vg1,KD,2026,2,35.7,5.6,0.438,3
Haugaland videregående skole,Rogaland,"Salg, service og reiseliv",0,Vg1,SR,2026,2,31.0,4.4,0.72,6
Haugaland videregående skole,Rogaland,Teknologi- og industrifag,0,Vg1,TP,2026,2,28.0,4.4,0.706,6
Haugaland videregående skole,Rogaland,Anleggsteknikk,0,Vg2,BA,2026,2,34.2,5.6,0.754,2
Haugaland videregående skole,Rogaland,Barne- og ungdomsarbeider,0,Vg2,HS,2026,2,29.7,4.4,0.57,5
Haugaland videregående skole,Rogaland,Betong og Mur,0,Vg2,BA,2026,2,26.9,7.0,0.288,0
Haugaland videregående skole,Rogaland,Frisør,0,Vg2,FD,2026,2,26.6,5.6,0.495,3
Haugaland videregående skole,Rogaland,Helsearbeiderfag,0,Vg2,HS,2026,2,29.4,4.4,0.604,6
Haugaland videregående skole,Rogaland,Industriteknologi,0,Vg2,TP,2026,2,27.2,6.5,0.397,1
Haugaland videregående skole,Rogaland,Informasjonsteknologi,0,Vg2,IM,2026,2,30.3,5.6,0.467,2
Haugaland videregående skole,Rogaland,Interiør og eksponeringsdesign,0,Vg2,FD,2026,2,30.3,7.0,0.282,0
Haugaland videregående skole,Rogaland,Kjøretøy,0,Vg2,TP,2026,2,27.2,4.4,0.552,6
Haugaland videregående skole,Rogaland,"Kunst, design og arkitektur",1,Vg2,KD,2026,2,30.1,7.0,0.218,0
Haugaland videregående skole,Rogaland,Medieproduksjon,0,Vg2,IM,2026,2,33.0,6.5,0.463,1
Haugaland videregående skole,Rogaland,Salg og Reiseliv,0,Vg2,SR,2026,2,29.6,6.5,0.378,1
Haugaland videregående skole,Rogaland,"Service, sikkerhet og admin",0,Vg2,SR,2026,2,31.1,6.5,0.384,1
Haugaland videregående skole,Rogaland,Transport og logistikk,0,Vg2,TP,2026,2,26.8,4.4,0.647,7
Haugaland videregående skole,Rogaland,Tømrer,0,Vg2,BA,2026,2,28.4,7.0,0.316,0
Haugaland videregående skole,Rogaland,Interiør,0,Vg3,FD,2026,2,28.3,7.0,0.203,0
Haugaland videregående skole,Rogaland,Påbygg til generell studiekompetanse,0,Vg3,PB,2026,2,35.7,4.4,0.62,6
Haugaland videregående skole,Rogaland,"Påbygg etter yrkeskompetanse, dagtid",0,Vg4,PB,2026,2,36.3,4.4,0.576,6
Hetland videregående skole,Rogaland,Medier og kommunikasjon,0,Vg1,MK,2026,2,38.1,4.4,0.521,4
Hetland videregående skole,Rogaland,Studiespesialisering,0,Vg1,ST,2026,2,41.2,4.4,0.741,8
Hetland videregående skole,Rogaland,Medier og kommunikasjon,1,Vg2,MK,2026,2,34.5,7.0,0.266,0
Hetland videregående skole,Rogaland,Realfag,0,Vg2,ST,2026,2,36.1,4.4,0.648,7
Hetland videregående skole,Rogaland,"Språk, samfunn og økonomi",0,Vg2,ST,2026,2,35.4,4.4,0.742,8
Jåttå videregående skole,Rogaland,"Bygg og anleggsteknikk, toppidrett",0,Vg1,BA,2026,2,36.2,4.4,0.773,6
Jåttå videregående skole,Rogaland,Bygg- og anleggsteknikk,0,Vg1,BA,2026,2,33.3,4.4,0.773,8
Jåttå videregående skole,Rogaland,Eletro og datateknologi,0,Vg1,EL,2026,2,38.5,4.4,0.812,7
Jåttå videregående skole,Rogaland,Helse og oppvekstfag m/toppidrett,0,Vg1,HS,2026,2,34.3,4.4,0.771,4
Jåttå videregående skole,Rogaland,Helse- og oppvekstfag,0,Vg1,HS,2026,2,36.1,4.4,0.76,8
Jåttå videregående skole,Rogaland,Idrettsfag,0,Vg1,ID,2026,2,42.4,4.4,0.788,8
Jåttå videregående skole,Rogaland,Restaurant- og matfag,0,Vg1,RM,2026,2,27.2,4.4,0.642,7
Jåttå videregående skole,Rogaland,Automatisering,0,Vg2,EL,2026,2,43.7,4.4,0.817,8
Jåttå videregående skole,Rogaland,Baker og konditor,0,Vg2,RM,2026,2,30.6,5.6,0.482,2
Jåttå videregående skole,Rogaland,Barne- og ungdomsarbeider,0,Vg2,HS,2026,2,34.3,4.4,0.76,8
Jåttå videregående skole,Rogaland,Elenergi og ekom,0,Vg2,EL,2026,2,40.0,4.4,0.831,7
Jåttå videregående skole,Rogaland,Fotterapi og ortopediteknikk,0,Vg2,HS,2026,2,37.8,7.0,0.334,0
Jåttå videregående skole,Rogaland,Helsearbeiderfag,0,Vg2,HS,2026,2,35.3,4.4,0.756,7
Jåttå videregående skole,Rogaland,Hudpleie,0,Vg2,HS,2026,2,41.5,4.4,0.78,5
Jåttå videregående skole,Rogaland,Idrettsfag,1,Vg2,ID,2026,2,33.4,4.4,0.577,6
Jåttå videregående skole,Rogaland,"Klima, energi og miljøteknikk",0,Vg2,BA,2026,2,29.0,5.6,0.45,3
Jåttå videregående skole,Rogaland,Kokk og servitørfag,0,Vg2,RM,2026,2,27.9,5.6,0.464,2
Jåttå videregående skole,Rogaland,Rørlegger,0,Vg2,BA,2026,2,29.7,4.4,0.778,5
Jåttå videregående skole,Rogaland,Tømrer,0,Vg2,BA,2026,2,33.0,4.4,0.75,5
Jåttå videregående skole,Rogaland,"Tømrer, toppidrett",0,Vg2,BA,2026,2,32.0,6.5,0.419,1
Jåttå videregående skole,Rogaland,Automatiseringsfaget,0,Vg3,EL,2026,2,36.9,4.4,0.564,6
Jåttå videregående skole,Rogaland,Fotterapi,1,Vg3,HS,2026,2,37.8,7.0,0.297,0
Jåttå videregående skole,Rogaland,Hudpleier,1,Vg3,HS,2026,2,34.6,7.0,0.293,0
Jåttå videregående skole,Rogaland,Påbygg til generell studiekompetanse,0,Vg3,PB,2026,2,36.3,4.4,0.819,8
Jåttå videregående skole,Rogaland,"Påbygg etter yrkeskompetanse, dagtid",0,Vg4,PB,2026,2,38.7,4.4,0.571,6
Jåttå videregående skole,Rogaland,"Påbygg gen studiekompetanse, kveld",0,Vg4,PB,2026,2,40.3,7.0,0.34,0
Karmsund videregående skole,Rogaland,Elektro og datateknologi,0,Vg1,EL,2026,2,36.9,4.4,0.799,7
Karmsund videregående skole,Rogaland,Helse- og oppvekstfag,0,Vg1,HS,2026,2,32.5,4.4,0.667,7
Karmsund videregående skole,Rogaland,Restaurant- og matfag,0,Vg1,RM,2026,2,28.7,5.6,0.404,2
Karmsund videregående skole,Rogaland,Teknologi- og industrifag,0,Vg1,TP,2026,2,33.8,4.4,0.781,7
Karmsund videregående skole,Rogaland,Baker og konditor,0,Vg2,RM,2026,2,28.4,5.6,0.487,2
Karmsund videregående skole,Rogaland,Elenergi og ekom,0,Vg2,EL,2026,2,38.7,4.4,0.788,7
Karmsund videregående skole,Rogaland,Helsearbeiderfag,0,Vg2,HS,2026,2,32.5,5.6,0.414,2
Karmsund videregående skole,Rogaland,Helseservicefag,0,Vg2,HS,2026,2,30.8,5.6,0.413,2
Karmsund videregående skole,Rogaland,Industriteknologi,0,Vg2,TP,2026,2,33.8,6.5,0.674,1
Karmsund videregående skole,Rogaland,Kjemiprosess- og laboratoriefag,0,Vg2,TP,2026,2,42.1,4.4,0.807,7
Karmsund videregående skole,Rogaland,Kokk og servitørfag,0,Vg2,RM,2026,2,26.5,5.6,0.442,3
Karmsund videregående skole,Rogaland,Maritime fag,0,Vg2,TP,2026,2,36.5,4.4,0.78,8
Karmsund videregående skole,Rogaland,Apotekteknikk,0,Vg3,HS,2026,2,30.6,5.6,0.385,2
Karmsund videregående skole,Rogaland,Helsesekretær,0,Vg3,HS,2026,2,33.5,5.6,0.346,2
Karmsund videregående skole,Rogaland,Maritime elektrikerfaget,0,Vg3,EL,2026,2,39.4,4.4,0.712,7
Karmsund videregående skole,Rogaland,Tannhelsesekretær,0,Vg3,HS,2026,2,31.0,7.0,0.283,0
Karmsund videregående skole,Rogaland,"Påbygg etter yrkeskompetanse, dagtid",0,Vg4,PB,2026,2,36.6,5.6,0.373,2
Kopervik videregående skole,Rogaland,Idrettsfag,0,Vg1,ID,2026,2,35.7,5.6,0.41,2
Kopervik videregående skole,Rogaland,Studiespesialisering,0,Vg1,ST,2026,2,35.8,6.5,0.349,1
Kopervik videregående skole,Rogaland,Idrettsfag,1,Vg2,ID,2026,2,28.4,7.0,0.19,0
Kopervik videregående skole,Rogaland,Realfag,0,Vg2,ST,2026,2,31.8,5.6,0.35,2
Kopervik videregående skole,Rogaland,"Språk, samfunn og økonomi",0,Vg2,ST,2026,2,28.8,4.4,0.442,4
Kopervik videregående skole,Rogaland,Påbygg til generell studiekompetanse,0,Vg3,PB,2026,2,30.3,4.4,0.571,6
Kopervik videregående skole,Rogaland,"Påbygg etter yrkeskompetanse, dagtid",0,Vg4,PB,2026,2,32.4,5.6,0.331,2
Randaberg videregående skole,Rogaland,Elektro og datateknologi,0,Vg1,EL,2026,2,29.4,4.4,0.77,7
Randaberg videregående skole,Rogaland,Helse- og oppvekstfag,0,Vg1,HS,2026,2,28.0,5.6,0.357,2
Randaberg videregående skole,Rogaland,Studiespesialisering,0,Vg1,ST,2026,2,33.5,6.5,0.308,1
Randaberg videregående skole,Rogaland,Teknologi- og industrifag,0,Vg1,TP,2026,2,27.8,4.4,0.691,6
Randaberg videregående skole,Rogaland,Barne- og ungdomsarbeider,0,Vg2,HS,2026,2,27.5,4.4,0.468,4
Randaberg videregående skole,Rogaland,Elenergi og ekom,0,Vg2,EL,2026,2,29.6,5.6,0.542,3
Randaberg videregående skole,Rogaland,Helsearbeiderfag,0,Vg2,HS,2026,2,29.0,4.4,0.488,5
Randaberg videregående skole,Rogaland,Industriteknologi,0,Vg2,TP,2026,2,26.8,4.4,0.724,8
Randaberg videregående skole,Rogaland,Kjøretøy,0,Vg2,TP,2026,2,24.3,4.4,0.438,4
Randaberg videregående skole,Rogaland,Realfag,0,Vg2,ST,2026,2,30.7,5.6,0.325,2
Randaberg videregående skole,Rogaland,"Språk, samfunn og økonomi",0,Vg2,ST,2026,2,28.5,4.4,0.502,5
Randaberg videregående skole,Rogaland,Påbygg til generell studiekompetanse,0,Vg3,PB,2026,2,32.2,4.4,0.749,8
Randaberg videregående skole,Rogaland,"Påbygg etter yrkeskompetanse, dagtid",0,Vg4,PB,2026,2,34.7,4.4,0.533,6
Sandnes videregående skole,Rogaland,Idrettsfag,0,Vg1,ID,2026,2,44.0,4.4,0.815,8
Sandnes videregående skole,Rogaland,Studiespesialisering,0,Vg1,ST,2026,2,39.5,4.4,0.758,8
Sandnes videregående skole,Rogaland,Idrettsfag,1,Vg2,ID,2026,2,32.8,4.4,0.64,6
Sandnes videregående skole,Rogaland,Realfag,0,Vg2,ST,2026,2,35.9,4.4,0.499,4
Sandnes videregående skole,Rogaland,"Språk, samfunn og økonomi",0,Vg2,ST,2026,2,33.8,4.4,0.715,7
Sauda vidaregåande skule,Rogaland,Bygg- og anleggsteknikk,0,Vg1,BA,2026,2,30.4,5.6,0.436,2
Sauda vidaregåande skule,Rogaland,Elektro og datateknologi,0,Vg1,EL,2026,2,34.1,5.6,0.515,3
Sauda vidaregåande skule,Rogaland,Helse og oppvekst,0,Vg1,HS,2026,2,30.3,5.6,0.421,3
Sauda vidaregåande skule,Rogaland,Idrettsfag,0,Vg1,ID,2026,2,40.3,7.0,0.27,0
Sauda vidaregåande skule,Rogaland,Studiespesialisering,0,Vg1,ST,2026,2,38.5,7.0,0.218,0
Sauda vidaregåande skule,Rogaland,Teknologi- og industrifag,0,Vg1,TP,2026,2,31.9,5.6,0.636,2
Sauda vidaregåande skule,Rogaland,Ambulansefag,0,Vg2,HS,2026,2,50.9,4.4,0.733,8
Sauda vidaregåande skule,Rogaland,Barne- og ungdomsarbeider,0,Vg2,HS,2026,2,31.4,6.5,0.316,1
Sauda vidaregåande skule,Rogaland,Elenergi og ekom,0,Vg2,EL,2026,2,37.2,7.0,0.312,0
Sauda vidaregåande skule,Rogaland,Helsearbeiderfag,0,Vg2,HS,2026,2,30.6,6.5,0.339,1
Sauda vidaregåande skule,Rogaland,Idrettsfag,1,Vg2,ID,2026,2,31.9,7.0,0.173,0
Sauda vidaregåande skule,Rogaland,Industriteknologi,0,Vg2,TP,2026,2,31.5,4.4,0.533,5
Sauda vidaregåande skule,Rogaland,Kjemiprosess og laboratoriefag,0,Vg2,TP,2026,2,36.6,4.4,0.721,5
Sauda vidaregåande skule,Rogaland,Realfag,0,Vg2,ST,2026,2,34.2,7.0,0.199,0
Sauda vidaregåande skule,Rogaland,"Språk, samfunn og økonomi",0,Vg2,ST,2026,2,32.4,6.5,0.276,1
Sauda vidaregåande skule,Rogaland,Transport og logistikk,0,Vg2,TP,2026,2,27.3,5.6,0.461,3
Sauda vidaregåande skule,Rogaland,Tømrer,0,Vg2,BA,2026,2,29.9,7.0,0.258,0
Sauda vidaregåande skule,Rogaland,"Påbygg etter yrkeskompetanse, nett",0,Vg4,PB,2026,2,39.7,4.4,0.486,5
Skeisvang videregående skole,Rogaland,Dans,0,Vg1,MD,2026,2,39.6,4.4,0.466,4
Skeisvang videregående skole,Rogaland,Drama,0,Vg1,MD,2026,2,39.4,7.0,0.251,0
Skeisvang videregående skole,Rogaland,Musikk,0,Vg1,MD,2026,2,41.7,4.4,0.517,5
Skeisvang videregående skole,Rogaland,Studiespesialisering,0,Vg1,ST,2026,2,40.7,4.4,0.551,6
Skeisvang videregående skole,Rogaland,Dans,1,Vg2,MD,2026,2,38.6,7.0,0.191,0
Skeisvang videregående skole,Rogaland,Drama,1,Vg2,MD,2026,2,38.0,7.0,0.19,0
Skeisvang videregående skole,Rogaland,Musikk,1,Vg2,MD,2026,2,35.8,7.0,0.203,0
Skeisvang videregående skole,Rogaland,Realfag,0,Vg2,ST,2026,2,35.9,4.4,0.45,4
Skeisvang videregående skole,Rogaland,"Språk, samfunn og økonomi",0,Vg2,ST,2026,2,33.0,4.4,0.575,6
Sola videregående skole,Rogaland,Elektro og datateknologi,0,Vg1,EL,2026,2,31.9,4.4,0.794,7
Sola videregående skole,Rogaland,Idrettsfag,0,Vg1,ID,2026,2,36.4,4.4,0.48,4
Sola videregående skole,Rogaland,Studiespesialisering,0,Vg1,ST,2026,2,36.4,5.6,0.379,2
Sola videregående skole,Rogaland,Teknologi- og industrifag,0,Vg1,TP,2026,2,30.4,4.4,0.776,7
Sola videregående skole,Rogaland,Industriteknologi,0,Vg2,TP,2026,2,29.0,4.4,0.54,5
Sola videregående skole,Rogaland,Dronefag,0,Vg2/Vg3,EL,2026,2,31.7,5.6,0.745,3
Sola videregående skole,Rogaland,Elenergi og ekom,0,Vg2/Vg3,EL,2026,2,37.3,6.5,0.696,1
Sola videregående skole,Rogaland,"Flyfag, Landslinje",1,Vg2/Vg3,EL,2026,2,44.5,5.6,0.745,3
Sola videregående skole,Rogaland,Realfag,1,Vg2/Vg3,ST,2026,2,35.0,7.0,0.288,0
Sola videregående skole,Rogaland,"Språk, samfunn og økonomi",1,Vg2/Vg3,ST,2026,2,30.6,5.6,0.526,2
St.Olav videregående skole,Rogaland,Studiespesialisering,0,Vg1,ST,2026,2,43.6,4.4,0.702,7
St.Olav videregående skole,Rogaland,Realfag,0,Vg2,ST,2026,2,39.9,4.4,0.776,8
St.Olav videregående skole,Rogaland,"Språk, samfunn og økonomi",0,Vg2,ST,2026,2,39.7,4.4,0.796,8
St.Svithun videregående skole,Rogaland,Idrettsfag,0,Vg1,ID,2026,2,43.7,4.4,0.825,8
St.Svithun videregående skole,Rogaland,Studiespesialisering,0,Vg1,ST,2026,2,42.6,4.4,0.767,8
St.Svithun videregående skole,Rogaland,Idrettsfag,1,Vg2,ID,2026,2,33.3,4.4,0.556,5
St.Svithun videregående skole,Rogaland,Realfag,0,Vg2,ST,2026,2,39.6,4.4,0.591,6
St.Svithun videregående skole,Rogaland,"Språk, samfunn og økonomi",0,Vg2,ST,2026,2,34.9,4.4,0.73,7
Stavanger Katedralskole,Rogaland,Dans,0,Vg1,MD,2026,2,41.6,4.4,0.75,8
Stavanger Katedralskole,Rogaland,Drama,0,Vg1,MD,2026,2,43.0,4.4,0.62,7
Stavanger Katedralskole,Rogaland,Musikk,0,Vg1,MD,2026,2,45.5,4.4,0.691,7
Stavanger Katedralskole,Rogaland,Studiespesialisering,0,Vg1,ST,2026,2,41.0,4.4,0.527,5
Stavanger Katedralskole,Rogaland,Dans,1,Vg2,MD,2026,2,40.8,7.0,0.242,0
Stavanger Katedralskole,Rogaland,Drama,1,Vg2,MD,2026,2,40.1,7.0,0.241,0
