school,fylke,program,occurrence,level,category,year,round,expected,spread,p_fill,history_years
Stavanger Katedralskole,Rogaland,Musikk,1,Vg2,MD,2026,2,37.9,7.0,0.253,0
Stavanger Katedralskole,Rogaland,Realfag,0,Vg2,ST,2026,2,36.8,4.4,0.488,4
Stavanger Katedralskole,Rogaland,"Språk, samfunn og økonomi",0,Vg2,ST,2026,2,36.7,4.4,0.739,8
Strand videregående skole,Rogaland,Elektro og datateknologi,0,Vg1,EL,2026,2,35.1,4.4,0.625,4
Strand videregående skole,Rogaland,Helse- og oppvekstfag,0,Vg1,HS,2026,2,31.8,4.4,0.518,4
Strand videregående skole,Rogaland,Idrettsfag,0,Vg1,ID,2026,2,39.2,5.6,0.486,3
Strand videregående skole,Rogaland,Naturbruk,0,Vg1,NA,2026,2,32.2,4.4,0.708,8
Strand videregående skole,Rogaland,"Salg, service og reiseliv",0,Vg1,SR,2026,2,31.1,4.4,0.58,4
Strand videregående skole,Rogaland,Studiespesialisering,0,Vg1,ST,2026,2,39.1,6.5,0.373,1
Strand videregående skole,Rogaland,Teknologi- og industrifag,0,Vg1,TP,2026,2,31.3,4.4,0.701,6
Strand videregående skole,Rogaland,Akvakultur,0,Vg2,NA,2026,2,35.1,4.4,0.501,4
Strand videregående skole,Rogaland,Automatisering,0,Vg2,EL,2026,2,39.2,5.6,0.61,3
Strand videregående skole,Rogaland,Barne- og ungdomsarbeider,0,Vg2,HS,2026,2,33.9,5.6,0.426,2
Strand videregående skole,Rogaland,Elenergi og ekom,0,Vg2,EL,2026,2,35.5,4.4,0.624,5
Strand videregående skole,Rogaland,Fiske og fangst,0,Vg2,NA,2026,2,36.8,4.4,0.707,7
Strand videregående skole,Rogaland,Helsearbeiderfag,0,Vg2,HS,2026,2,32.1,5.6,0.434,3
Strand videregående skole,Rogaland,Idrettsfag,1,Vg2,ID,2026,2,32.1,6.5,0.337,1
Strand videregående skole,Rogaland,Industriteknologi,0,Vg2,TP,2026,2,33.9,4.4,0.596,6
Strand videregående skole,Rogaland,Realfag,0,Vg2,ST,2026,2,33.7,5.6,0.339,2
Strand videregående skole,Rogaland,Salg og Reiseliv,0,Vg2,SR,2026,2,32.8,6.5,0.417,1
Strand videregående skole,Rogaland,"Service, sikkerhet og administrasjon",0,Vg2,SR,2026,2,28.5,7.0,0.297,0
Strand videregående skole,Rogaland,"Språk, samfunn og økonomi",0,Vg2,ST,2026,2,32.7,5.6,0.424,2
Strand videregående skole,Rogaland,Påbygg gen. Studiekompetanse,0,Vg3,PB,2026,2,39.7,4.4,0.731,4
Strand videregående skole,Rogaland,Studieforberedende naturbruk,0,Vg3,NA,2026,2,31.1,7.0,0.252,0
Vardafjell videregående skole,Rogaland,Medier og kommunikasjon,0,Vg1,MK,2026,2,33.4,5.6,0.396,3
Vardafjell videregående skole,Rogaland,Studiespesialisering,0,Vg1,ST,2026,2,38.9,5.6,0.485,3
Vardafjell videregående skole,Rogaland,Medier og kommunikasjon,1,Vg2,MK,2026,2,31.6,6.5,0.249,1
Vardafjell videregående skole,Rogaland,Realfag,0,Vg2,ST,2026,2,34.6,4.4,0.583,6
Vardafjell videregående skole,Rogaland,"Språk, samfunn og økonomi",0,Vg2,ST,2026,2,30.7,4.4,0.43,4
Vardafjell videregående skole,Rogaland,Påbygg generell studiekompetanse,0,Vg3,PB,2026,2,33.4,4.4,0.48,4
Vågen videregående skole,Rogaland,Dans,0,Vg1,MD,2026,2,40.1,4.4,0.629,6
Vågen videregående skole,Rogaland,Drama,0,Vg1,MD,2026,2,38.8,5.6,0.42,2
Vågen videregående skole,Rogaland,"Frisør, blomst, int, eksp.design",0,Vg1,FD,2026,2,33.1,4.4,0.735,6
Vågen videregående skole,Rogaland,IT og medieproduksjon,0,Vg1,IM,2026,2,34.5,4.4,0.806,7
Vågen videregående skole,Rogaland,"Kunst, design og arkitektur",0,Vg1,KD,2026,2,39.8,4.4,0.712,8
Vågen videregående skole,Rogaland,Medier og kommunikasjon,0,Vg1,MK,2026,2,38.8,4.4,0.689,7
Vågen videregående skole,Rogaland,Musikk,0,Vg1,MD,2026,2,41.0,4.4,0.668,7
Vågen videregående skole,Rogaland,Dans,1,Vg2,MD,2026,2,38.6,7.0,0.211,0
Vågen videregående skole,Rogaland,Drama,1,Vg2,MD,2026,2,38.0,7.0,0.211,0
Vågen videregående skole,Rogaland,Informasjonsteknologi,0,Vg2,IM,2026,2,38.0,5.6,0.679,3
Vågen videregående skole,Rogaland,Interiør og eksponeringsdesign,0,Vg2,FD,2026,2,31.0,5.6,0.5,2
Vågen videregående skole,Rogaland,"Kunst, design og arkitektur",1,Vg2,KD,2026,2,32.4,6.5,0.345,1
Vågen videregående skole,Rogaland,Medieproduksjon,1,Vg2,IM,2026,2,34.9,6.5,0.382,1
Vågen videregående skole,Rogaland,Medier og kommunikasjon,1,Vg2,MK,2026,2,34.3,5.6,0.411,2
Vågen videregående skole,Rogaland,Musikk,1,Vg2,MD,2026,2,35.8,7.0,0.223,0
Vågen videregående skole,Rogaland,Eksponeringsdesign,0,Vg3,FD,2026,2,31.3,7.0,0.28,0
Vågen videregående skole,Rogaland,Interiør,0,Vg3,FD,2026,2,31.3,7.0,0.237,0
Åkrehamn vidaregåande skole,Rogaland,Bygg- og anleggsteknikk,0,Vg1,BA,2026,2,27.7,5.6,0.49,3
Åkrehamn vidaregåande skole,Rogaland,Elektro og datateknologi,0,Vg1,EL,2026,2,35.0,4.4,0.71,6
Åkrehamn vidaregåande skole,Rogaland,Helse- og oppvekstfag,0,Vg1,HS,2026,2,27.6,4.4,0.545,5
Åkrehamn vidaregåande skole,Rogaland,"Salg, service og reiseliv",0,Vg1,SR,2026,2,27.6,5.6,0.564,3
Åkrehamn vidaregåande skole,Rogaland,Teknologi- og industrifag,0,Vg1,TP,2026,2,31.2,4.4,0.759,7
Åkrehamn vidaregåande skole,Rogaland,Automatisering,0,Vg2,EL,2026,2,39.0,4.4,0.701,7
Åkrehamn vidaregåande skole,Rogaland,Barne- og ungdomsarbeider,0,Vg2,HS,2026,2,35.5,5.6,0.492,3
Åkrehamn vidaregåande skole,Rogaland,Elenergi og ekom,0,Vg2,EL,2026,2,37.3,4.4,0.623,5
Åkrehamn vidaregåande skole,Rogaland,Helsearbeiderfag,0,Vg2,HS,2026,2,33.2,5.6,0.491,3
Åkrehamn vidaregåande skole,Rogaland,Industriteknologi,0,Vg2,TP,2026,2,27.6,5.6,0.495,3
Åkrehamn vidaregåande skole,Rogaland,Rørlegger,0,Vg2,BA,2026,2,30.4,5.6,0.591,3
Åkrehamn vidaregåande skole,Rogaland,Salg og Reiseliv,0,Vg2,SR,2026,2,30.1,5.6,0.477,2
Åkrehamn vidaregåande skole,Rogaland,"Service, sikkerhet og administrasjon",0,Vg2,SR,2026,2,27.5,7.0,0.304,0
Åkrehamn vidaregåande skole,Rogaland,Tømrer,0,Vg2,BA,2026,2,29.3,6.5,0.412,1
Åkrehamn vidaregåande skole,Rogaland,Automatiseringsfaget,0,Vg3,EL,2026,2,37.0,5.6,0.464,3
Øksnevad vidaregåande skole,Rogaland,Naturbruk,0,Vg1,NA,2026,2,30.2,4.4,0.627,7
Øksnevad vidaregåande skole,Rogaland,Naturbruk dyrekunnskap SK 3år,0,Vg1,NA,2026,2,35.7,4.4,0.566,5
Øksnevad vidaregåande skole,Rogaland,Naturbruk hest,0,Vg1,NA,2026,2,29.9,5.6,0.565,3
Øksnevad vidaregåande skole,Rogaland,Anleggsgartner,0,Vg2,BA,2026,2,30.4,5.6,0.423,2
Øksnevad vidaregåande skole,Rogaland,"Anleggsteknikk, landslinje",0,Vg2,BA,2026,2,33.7,4.4,0.75,8
Øksnevad vidaregåande skole,Rogaland,Arbeidsmaskiner,0,Vg2,TP,2026,2,30.5,4.4,0.706,7
Øksnevad vidaregåande skole,Rogaland,Heste- og dyrefag,0,Vg2,NA,2026,2,31.4,4.4,0.535,4
Øksnevad vidaregåande skole,Rogaland,"Heste- og dyrefag, dyrekunnskap SK 3 år",0,Vg2,NA,2026,2,32.3,7.0,0.283,0
Øksnevad vidaregåande skole,Rogaland,Landbruk og gartnernæring,0,Vg2,NA,2026,2,29.6,6.5,0.312,1
Øksnevad vidaregåande skole,Rogaland,Anleggsmaskinmekaniker landslinje,0,Vg3,TP,2026,2,34.6,4.4,0.627,5
Øksnevad vidaregåande skole,Rogaland,Landbruk,0,Vg3,NA,2026,2,31.1,7.0,0.238,0
Øksnevad vidaregåande skole,Rogaland,Naturbruk dyrekunnskap SK 3år,1,Vg3,NA,2026,2,32.3,7.0,0.269,0
Øksnevad vidaregåande skole,Rogaland,Studieforberedende naturbruk,0,Vg3,NA,2026,2,31.8,4.4,0.525,5
Ølen vidaregåande skule,Rogaland,Bygg- og anleggsteknikk,0,Vg1,BA,2026,2,30.3,5.6,0.422,3
Ølen vidaregåande skule,Rogaland,Elektro og datateknologi,0,Vg1,EL,2026,2,36.9,4.4,0.675,6
Ølen vidaregåande skule,Rogaland,Helse- og oppvekstfag,0,Vg1,HS,2026,2,30.9,5.6,0.378,3
Ølen vidaregåande skule,Rogaland,Idrettsfag,0,Vg1,ID,2026,2,41.2,7.0,0.277,0
Ølen vidaregåande skule,Rogaland,Studiespesialisering,0,Vg1,ST,2026,2,39.5,7.0,0.22,0
Ølen vidaregåande skule,Rogaland,Teknologi- og industrifag,0,Vg1,TP,2026,2,33.2,4.4,0.645,6
Ølen vidaregåande skule,Rogaland,Anleggsteknikk,0,Vg2,BA,2026,2,35.4,5.6,0.673,2
Ølen vidaregåande skule,Rogaland,Arbeidsmaskiner,0,Vg2,TP,2026,2,35.2,7.0,0.29,0
Ølen vidaregåande skule,Rogaland,Barne- og ungdomsarbeider,0,Vg2,HS,2026,2,33.7,6.5,0.357,1
Ølen vidaregåande skule,Rogaland,Elenergi og ekom,0,Vg2,EL,2026,2,36.4,5.6,0.43,2
Ølen vidaregåande skule,Rogaland,Helsearbeiderfag,0,Vg2,HS,2026,2,36.3,5.6,0.467,3
Ølen vidaregåande skule,Rogaland,Idrettsfag,1,Vg2,ID,2026,2,32.9,7.0,0.179,0
Ølen vidaregåande skule,Rogaland,Industriteknologi,0,Vg2,TP,2026,2,31.8,5.6,0.446,2
Ølen vidaregåande skule,Rogaland,Realfag,0,Vg2,ST,2026,2,35.2,7.0,0.201,0
Ølen vidaregåande skule,Rogaland,"Språk, samfunn og økonomi",0,Vg2,ST,2026,2,33.3,7.0,0.221,0
Ølen vidaregåande skule,Rogaland,Tømrer,0,Vg2,BA,2026,2,30.9,7.0,0.26,0
Ølen vidaregåande skule,Rogaland,Påbygg til generell studiekompetanse,0,Vg3,PB,2026,2,38.3,4.4,0.486,5
Ølen vidaregåande skule,Rogaland,Påbygg etter yrkeskompetanse,0,Vg4,PB,2026,2,39.9,6.5,0.303,1
Byåsen videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,26.9,7.0,0.345,0
Byåsen videregående skole,Trøndelag,Medier og kommunikasjon,0,Vg1,MK,2026,,32.0,6.5,0.53,1
Byåsen videregående skole,Trøndelag,Restaurant- og matfag,0,Vg1,RM,2026,,24.2,7.0,0.248,0
Byåsen videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,32.6,6.5,0.509,1
Byåsen videregående skole,Trøndelag,Teknologi- og industrifag,0,Vg1,TP,2026,,28.1,6.5,0.649,1
Charlottenlund videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,22.0,6.5,0.667,1
Charlottenlund videregående skole,Trøndelag,"Frisør, blomster, interiør og eksponeringsdesign",0,Vg1,FD,2026,,26.5,6.5,0.638,1
Charlottenlund videregående skole,Trøndelag,"Håndverk, design og produktutvikling",0,Vg1,DT,2026,,31.6,6.5,0.579,1
Charlottenlund videregående skole,Trøndelag,Informasjonsteknologi og medieproduksjon,0,Vg1,IM,2026,,32.7,6.5,0.691,1
Charlottenlund videregående skole,Trøndelag,"Kunst, design og arkitektur",0,Vg1,KD,2026,,32.2,6.5,0.603,1
Charlottenlund videregående skole,Trøndelag,Medier og kommunikasjon,0,Vg1,MK,2026,,33.2,6.5,0.623,1
Charlottenlund videregående skole,Trøndelag,"Salg, service og reiseliv",0,Vg1,SR,2026,,23.6,6.5,0.684,1
Charlottenlund videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,32.7,6.5,0.6,1
Charlottenlund videregående skole,Trøndelag,Teknologi- og industrifag,0,Vg1,TP,2026,,28.8,6.5,0.753,1
Cissi Klein videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,30.8,7.0,0.421,0
Cissi Klein videregående skole,Trøndelag,"Musikk, dans og drama, dans",0,Vg1,MD,2026,,40.9,6.5,0.553,1
Cissi Klein videregående skole,Trøndelag,"Musikk, dans og drama, drama",0,Vg1,MD,2026,,38.5,6.5,0.582,1
Cissi Klein videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,37.5,6.5,0.588,1
Cissi Klein videregående skole,Trøndelag,Teknologi- og industrifag,0,Vg1,TP,2026,,28.4,6.5,0.741,1
Fosen videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,24.9,7.0,0.323,0
Fosen videregående skole,Trøndelag,Elektro og datateknologi,0,Vg1,EL,2026,,31.0,6.5,0.632,1
Fosen videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,26.0,6.5,0.509,1
Fosen videregående skole,Trøndelag,Idrettsfag,0,Vg1,ID,2026,,35.9,7.0,0.345,0
Fosen videregående skole,Trøndelag,Restaurant- og matfag,0,Vg1,RM,2026,,24.3,7.0,0.206,0
Fosen videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,34.2,7.0,0.261,0
Fosen videregående skole,Trøndelag,Teknologi- og industrifag,0,Vg1,TP,2026,,27.7,6.5,0.604,1
Gauldal videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,28.8,6.5,0.581,1
Gauldal videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,30.4,7.0,0.357,0
Gauldal videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,37.6,7.0,0.316,0
Gauldal videregående skole,Trøndelag,Teknologi- og industrifag,0,Vg1,TP,2026,,31.5,6.5,0.663,1
Grong videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,26.6,7.0,0.277,0
Grong videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,28.6,7.0,0.257,0
Grong videregående skole,Trøndelag,Idrettsfag,0,Vg1,ID,2026,,37.6,7.0,0.3,0
Grong videregående skole,Trøndelag,Naturbruk,0,Vg1,NA,2026,,28.6,7.0,0.271,0
Grong videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,35.9,7.0,0.215,0
Guri Kunna videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,27.3,7.0,0.323,0
Guri Kunna videregående skole,Trøndelag,Elektro og datateknologi,0,Vg1,EL,2026,,33.8,7.0,0.421,0
Guri Kunna videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,29.4,7.0,0.304,0
Guri Kunna videregående skole,Trøndelag,Naturbruk,0,Vg1,NA,2026,,31.2,6.5,0.522,1
Guri Kunna videregående skole,Trøndelag,Restaurant- og matfag,0,Vg1,RM,2026,,26.7,7.0,0.206,0
Guri Kunna videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,36.6,7.0,0.261,0
Guri Kunna videregående skole,Trøndelag,Teknologi- og industrifag,0,Vg1,TP,2026,,28.5,6.5,0.605,1
Heimdal videregående skole,Trøndelag,Elektro og datateknologi,0,Vg1,EL,2026,,37.5,6.5,0.808,1
Heimdal videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,30.4,6.5,0.673,1
Heimdal videregående skole,Trøndelag,Idrettsfag,0,Vg1,ID,2026,,42.0,6.5,0.721,1
Heimdal videregående skole,Trøndelag,"Musikk, dans og drama, musikk",0,Vg1,MD,2026,,38.8,6.5,0.644,1
Heimdal videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,40.8,6.5,0.627,1
Inderøy videregående skole,Trøndelag,"Musikk, dans og drama, dans",0,Vg1,MD,2026,,35.4,7.0,0.208,0
Inderøy videregående skole,Trøndelag,"Musikk, dans og drama, drama",0,Vg1,MD,2026,,34.9,7.0,0.236,0
Inderøy videregående skole,Trøndelag,"Musikk, dans og drama, musikk",0,Vg1,MD,2026,,35.7,7.0,0.259,0
Inderøy videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,35.9,7.0,0.242,0
Johan Bojer videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,28.5,7.0,0.308,0
Johan Bojer videregående skole,Trøndelag,Elektro og datateknologi,0,Vg1,EL,2026,,36.2,6.5,0.616,1
Johan Bojer videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,30.5,7.0,0.288,0
Johan Bojer videregående skole,Trøndelag,"Salg, service og reiseliv",0,Vg1,SR,2026,,31.1,7.0,0.324,0
Johan Bojer videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,37.8,7.0,0.246,0
Johan Bojer videregående skole,Trøndelag,Teknologi- og industrifag,0,Vg1,TP,2026,,31.0,7.0,0.383,0
Kyrksæterøra videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,26.6,7.0,0.279,0
Kyrksæterøra videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,28.6,7.0,0.259,0
Kyrksæterøra videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,35.9,7.0,0.217,0
Kyrksæterøra videregående skole,Trøndelag,Teknologi- og industrifag,0,Vg1,TP,2026,,29.1,7.0,0.355,0
Levanger videregående skole,Trøndelag,Elektro og datateknologi,0,Vg1,EL,2026,,33.6,6.5,0.637,1
Levanger videregående skole,Trøndelag,"Frisør, blomster, interiør og eksponeringsdesign",0,Vg1,FD,2026,,26.5,7.0,0.303,0
Levanger videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,27.8,7.0,0.308,0
Levanger videregående skole,Trøndelag,Informasjonsteknologi og medieproduksjon,0,Vg1,IM,2026,,29.2,6.5,0.553,1
Levanger videregående skole,Trøndelag,Medier og kommunikasjon,0,Vg1,MK,2026,,34.3,6.5,0.495,1
Levanger videregående skole,Trøndelag,Restaurant- og matfag,0,Vg1,RM,2026,,25.1,7.0,0.211,0
Levanger videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,35.1,7.0,0.266,0
Levanger videregående skole,Trøndelag,Teknologi- og industrifag,0,Vg1,TP,2026,,28.3,7.0,0.401,0
Malvik videregående skole,Trøndelag,Elektro og datateknologi,0,Vg1,EL,2026,,29.1,6.5,0.581,1
Malvik videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,26.2,7.0,0.255,0
Malvik videregående skole,Trøndelag,Idrettsfag,0,Vg1,ID,2026,,35.1,7.0,0.298,0
Malvik videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,33.4,7.0,0.213,0
Melhus videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,28.4,6.5,0.626,1
Melhus videregående skole,Trøndelag,Elektro og datateknologi,0,Vg1,EL,2026,,36.9,6.5,0.741,1
Melhus videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,28.9,6.5,0.605,1
Melhus videregående skole,Trøndelag,Idrettsfag,0,Vg1,ID,2026,,39.2,6.5,0.651,1
Melhus videregående skole,Trøndelag,Restaurant- og matfag,0,Vg1,RM,2026,,27.7,7.0,0.304,0
Melhus videregående skole,Trøndelag,"Salg, service og reiseliv",0,Vg1,SR,2026,,31.5,6.5,0.643,1
Melhus videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,37.6,7.0,0.358,0
Meråker videregående skole,Trøndelag,Idrettsfag,0,Vg1,ID,2026,,37.6,7.0,0.33,0
Meråker videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,35.9,7.0,0.245,0
Mære landbruksskole,Trøndelag,Naturbruk,0,Vg1,NA,2026,,28.6,7.0,0.314,0
Olav Duun videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,24.8,7.0,0.25,0
Olav Duun videregående skole,Trøndelag,Elektro og datateknologi,0,Vg1,EL,2026,,31.3,7.0,0.353,0
Olav Duun videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,26.8,7.0,0.23,0
Olav Duun videregående skole,Trøndelag,Idrettsfag,0,Vg1,ID,2026,,35.8,7.0,0.273,0
Olav Duun videregående skole,Trøndelag,"Musikk, dans og drama, dans",0,Vg1,MD,2026,,33.6,7.0,0.158,0
Olav Duun videregående skole,Trøndelag,"Musikk, dans og drama, musikk",0,Vg1,MD,2026,,33.9,7.0,0.205,0
Olav Duun videregående skole,Trøndelag,"Salg, service og reiseliv",0,Vg1,SR,2026,,27.4,7.0,0.266,0
Olav Duun videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,34.1,7.0,0.19,0
Olav Duun videregående skole,Trøndelag,Teknologi- og industrifag,0,Vg1,TP,2026,,26.2,6.5,0.532,1
Ole Vig videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,25.5,6.5,0.583,1
Ole Vig videregående skole,Trøndelag,Elektro og datateknologi,0,Vg1,EL,2026,,33.2,6.5,0.694,1
Ole Vig videregående skole,Trøndelag,"Frisør, blomster, interiør og eksponeringsdesign",0,Vg1,FD,2026,,27.5,6.5,0.557,1
Ole Vig videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,28.3,6.5,0.563,1
Ole Vig videregående skole,Trøndelag,Medier og kommunikasjon,0,Vg1,MK,2026,,33.5,7.0,0.339,0
Ole Vig videregående skole,Trøndelag,"Musikk, dans og drama, dans",0,Vg1,MD,2026,,35.0,7.0,0.282,0
Ole Vig videregående skole,Trøndelag,"Musikk, dans og drama, musikk",0,Vg1,MD,2026,,35.2,7.0,0.333,0
Ole Vig videregående skole,Trøndelag,Restaurant- og matfag,0,Vg1,RM,2026,,25.5,7.0,0.262,0
Ole Vig videregående skole,Trøndelag,"Salg, service og reiseliv",0,Vg1,SR,2026,,26.8,6.5,0.599,1
Ole Vig videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,35.4,7.0,0.317,0
Ole Vig videregående skole,Trøndelag,Teknologi- og industrifag,0,Vg1,TP,2026,,29.8,6.5,0.665,1
Oppdal videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,25.6,7.0,0.278,0
Oppdal videregående skole,Trøndelag,Elektro og datateknologi,0,Vg1,EL,2026,,31.6,6.5,0.585,1
Oppdal videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,27.7,7.0,0.258,0
Oppdal videregående skole,Trøndelag,Idrettsfag,0,Vg1,ID,2026,,36.6,7.0,0.301,0
Oppdal videregående skole,Trøndelag,"Salg, service og reiseliv",0,Vg1,SR,2026,,28.3,7.0,0.294,0
Oppdal videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,34.9,7.0,0.216,0
Orkland videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,24.6,7.0,0.347,0
Orkland videregående skole,Trøndelag,Elektro og datateknologi,0,Vg1,EL,2026,,31.1,7.0,0.443,0
Orkland videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,26.7,7.0,0.328,0
Orkland videregående skole,Trøndelag,"Helse- og oppvekstfag, SK 3 år",0,Vg1,HS,2026,,35.4,6.5,0.612,1
Orkland videregående skole,Trøndelag,Idrettsfag,0,Vg1,ID,2026,,35.2,6.5,0.574,1
Orkland videregående skole,Trøndelag,"Salg, service og reiseliv",0,Vg1,SR,2026,,26.5,6.5,0.567,1
Orkland videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,33.8,6.5,0.492,1
Orkland videregående skole,Trøndelag,Teknologi- og industrifag,0,Vg1,TP,2026,,26.2,6.5,0.63,1
Røros videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,26.6,7.0,0.269,0
Røros videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,28.6,7.0,0.25,0
Røros videregående skole,Trøndelag,"Salg, service og reiseliv",0,Vg1,SR,2026,,29.2,7.0,0.285,0
Røros videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,35.9,7.0,0.208,0
Røros videregående skole,Trøndelag,Teknologi- og industrifag,0,Vg1,TP,2026,,29.1,7.0,0.346,0
Selbu videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,26.6,7.0,0.276,0
Selbu videregående skole,Trøndelag,Elektro og datateknologi,0,Vg1,EL,2026,,33.1,7.0,0.377,0
Selbu videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,28.6,7.0,0.256,0
Selbu videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,35.9,7.0,0.214,0
Skjetlein videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,18.5,6.5,0.486,1
Skjetlein videregående skole,Trøndelag,Naturbruk,0,Vg1,NA,2026,,23.2,7.0,0.273,0
Skjetlein videregående skole,Trøndelag,Teknologi- og industrifag,0,Vg1,TP,2026,,23.0,6.5,0.56,1
Steinkjer videregående skole,Trøndelag,Bygg- og anleggsteknikk,0,Vg1,BA,2026,,23.8,6.5,0.52,1
Steinkjer videregående skole,Trøndelag,Elektro og datateknologi,0,Vg1,EL,2026,,34.3,6.5,0.624,1
Steinkjer videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,27.7,7.0,0.296,0
Steinkjer videregående skole,Trøndelag,Idrettsfag,0,Vg1,ID,2026,,36.7,7.0,0.338,0
Steinkjer videregående skole,Trøndelag,"Kunst, design og arkitektur",0,Vg1,KD,2026,,32.9,7.0,0.256,0
Steinkjer videregående skole,Trøndelag,Restaurant- og matfag,0,Vg1,RM,2026,,25.0,7.0,0.199,0
Steinkjer videregående skole,Trøndelag,"Salg, service og reiseliv",0,Vg1,SR,2026,,28.3,7.0,0.331,0
Steinkjer videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,35.0,7.0,0.253,0
Steinkjer videregående skole,Trøndelag,Teknologi- og industrifag,0,Vg1,TP,2026,,27.4,6.5,0.596,1
Strinda videregående skole,Trøndelag,Elektro og datateknologi,0,Vg1,EL,2026,,38.0,6.5,0.759,1
Strinda videregående skole,Trøndelag,Helse- og oppvekstfag,0,Vg1,HS,2026,,32.7,7.0,0.412,0
Strinda videregående skole,Trøndelag,"Helse- og oppvekstfag, SK 3 år",0,Vg1,HS,2026,,41.6,6.5,0.71,1
Strinda videregående skole,Trøndelag,Idrettsfag,0,Vg1,ID,2026,,41.8,6.5,0.669,1
Strinda videregående skole,Trøndelag,Restaurant- og matfag,0,Vg1,RM,2026,,30.1,7.0,0.319,0
Strinda videregående skole,Trøndelag,Studiespesialisering,0,Vg1,ST,2026,,40.5,6.5,0.578,1
Thora Storm videregående skole,Trøndelag,"Frisør, blomster, interiør og eksponeringsdesign",0,Vg1,FD,2026,,34.1,6.5,0.744,1
